,id,title,authors,citation,first_author,journal_book,publication_year,create_date,pmcid,nihms_id,doi
0,34968557,Active inference leads to Bayesian neurophysiology,Isomura T.,Neurosci Res. 2022 Feb;175:38-45. doi: 10.1016/j.neures.2021.12.003. Epub 2021 Dec 27.,Isomura T,Neurosci Res,2022,2021/12/30,,,10.1016/j.neures.2021.12.003
28,27329550,"Noise, uncertainty, and interest: Predictive coding and cognitive penetration","Vance J, Stokes D.",Conscious Cogn. 2017 Jan;47:86-98. doi: 10.1016/j.concog.2016.06.007. Epub 2016 Jun 18.,Vance J,Conscious Cogn,2017,2016/06/23,,,10.1016/j.concog.2016.06.007
29,28843211,Predictive coding: A contemporary view on the burden of normality and forced normalization in individuals undergoing epilepsy surgery,"Mehmood S, Dale C, Parry M, Snead C, Valiante TA.",Epilepsy Behav. 2017 Oct;75:110-113. doi: 10.1016/j.yebeh.2017.06.042. Epub 2017 Aug 24.,Mehmood S,Epilepsy Behav,2017,2017/08/27,,,10.1016/j.yebeh.2017.06.042
30,32437205,Hallucinations in posttraumatic stress disorder: Insights from predictive coding,"Lyndon S, Corlett PR.",J Abnorm Psychol. 2020 Aug;129(6):534-543. doi: 10.1037/abn0000531. Epub 2020 May 21.,Lyndon S,J Abnorm Psychol,2020,2020/05/22,,,10.1037/abn0000531
31,36465966,Brain-inspired Predictive Coding Improves the Performance of Machine Challenging Tasks,"Lee J, Jo J, Lee B, Lee JH, Yoon S.",Front Comput Neurosci. 2022 Nov 16;16:1062678. doi: 10.3389/fncom.2022.1062678. eCollection 2022.,Lee J,Front Comput Neurosci,2022,2022/12/05,PMC9709416,,10.3389/fncom.2022.1062678
32,25840879,A predictive coding framework for rapid neural dynamics during sentence-level language comprehension,"Lewis AG, Bastiaansen M.",Cortex. 2015 Jul;68:155-68. doi: 10.1016/j.cortex.2015.02.014. Epub 2015 Mar 4.,Lewis AG,Cortex,2015,2015/04/05,,,10.1016/j.cortex.2015.02.014
33,33199171,The promise of layer-specific neuroimaging for testing predictive coding theories of psychosis,"Haarsma J, Kok P, Browning M.",Schizophr Res. 2022 Jul;245:68-76. doi: 10.1016/j.schres.2020.10.009. Epub 2020 Nov 13.,Haarsma J,Schizophr Res,2022,2020/11/17,PMC9241988,,10.1016/j.schres.2020.10.009
34,28782642,Great Expectations: Is there Evidence for Predictive Coding in Auditory Cortex?,"Heilbron M, Chait M.",Neuroscience. 2018 Oct 1;389:54-73. doi: 10.1016/j.neuroscience.2017.07.061. Epub 2017 Aug 4.,Heilbron M,Neuroscience,2018,2017/08/08,,,10.1016/j.neuroscience.2017.07.061
35,35664437,Associative Memories via Predictive Coding,"Salvatori T, Song Y, Hong Y, Sha L, Frieder S, Xu Z, Bogacz R, Lukasiewicz T.",Adv Neural Inf Process Syst. 2021 Dec 1;34:3874-3886.,Salvatori T,Adv Neural Inf Process Syst,2021,2022/06/06,PMC7612799,EMS144876,
38,35686118,Continual Sequence Modeling With Predictive Coding,"Annabi L, Pitti A, Quoy M.",Front Neurorobot. 2022 May 23;16:845955. doi: 10.3389/fnbot.2022.845955. eCollection 2022.,Annabi L,Front Neurorobot,2022,2022/06/10,PMC9171436,,10.3389/fnbot.2022.845955
40,32795234,A Predictive-Coding Network That Is Both Discriminative and Generative,"Sun W, Orchard J.",Neural Comput. 2020 Oct;32(10):1836-1862. doi: 10.1162/neco_a_01311. Epub 2020 Aug 14.,Sun W,Neural Comput,2020,2020/08/16,,,10.1162/neco_a_01311
41,36569556,Predictive coding is a consequence of energy efficiency in recurrent neural networks,"Ali A, Ahmad N, de Groot E, Johannes van Gerven MA, Kietzmann TC.",Patterns (N Y). 2022 Nov 23;3(12):100639. doi: 10.1016/j.patter.2022.100639. eCollection 2022 Dec 9.,Ali A,Patterns (N Y),2022,2022/12/26,PMC9768680,,10.1016/j.patter.2022.100639
43,24656247,Placebo analgesia: a predictive coding perspective,"Büchel C, Geuter S, Sprenger C, Eippert F.",Neuron. 2014 Mar 19;81(6):1223-1239. doi: 10.1016/j.neuron.2014.02.042.,Büchel C,Neuron,2014,2014/03/25,,,10.1016/j.neuron.2014.02.042
44,37531366,"Hybrid predictive coding: Inferring, fast and slow","Tscshantz A, Millidge B, Seth AK, Buckley CL.",PLoS Comput Biol. 2023 Aug 2;19(8):e1011280. doi: 10.1371/journal.pcbi.1011280. eCollection 2023 Aug.,Tscshantz A,PLoS Comput Biol,2023,2023/08/02,PMC10395865,,10.1371/journal.pcbi.1011280
45,35120628,Predictive coding of natural images by V1 firing rates and rhythmic synchronization,"Uran C, Peter A, Lazar A, Barnes W, Klon-Lipok J, Shapcott KA, Roese R, Fries P, Singer W, Vinck M.",Neuron. 2022 Apr 6;110(7):1240-1257.e8. doi: 10.1016/j.neuron.2022.01.002. Epub 2022 Feb 3.,Uran C,Neuron,2022,2022/02/05,PMC8992798,,10.1016/j.neuron.2022.01.002
46,26249226,A Cerebellar Framework for Predictive Coding and Homeostatic Regulation in Depressive Disorder,Schutter DJLG.,Cerebellum. 2016 Feb;15(1):30-33. doi: 10.1007/s12311-015-0708-2.,Schutter DJLG,Cerebellum,2016,2015/08/08,PMC4726720,,10.1007/s12311-015-0708-2
47,27118562,Predictive coding as a model of cognition,Spratling MW.,Cogn Process. 2016 Aug;17(3):279-305. doi: 10.1007/s10339-016-0765-6. Epub 2016 Apr 27.,Spratling MW,Cogn Process,2016,2016/04/28,,,10.1007/s10339-016-0765-6
49,35534010,Predictive Coding Approximates Backprop Along Arbitrary Computation Graphs,"Millidge B, Tschantz A, Buckley CL.",Neural Comput. 2022 May 19;34(6):1329-1368. doi: 10.1162/neco_a_01497.,Millidge B,Neural Comput,2022,2022/05/09,,,10.1162/neco_a_01497
50,37058541,Recurrent predictive coding models for associative memory employing covariance learning,"Tang M, Salvatori T, Millidge B, Song Y, Lukasiewicz T, Bogacz R.",PLoS Comput Biol. 2023 Apr 14;19(4):e1010719. doi: 10.1371/journal.pcbi.1010719. eCollection 2023 Apr.,Tang M,PLoS Comput Biol,2023,2023/04/14,PMC10132551,,10.1371/journal.pcbi.1010719
52,25278859,Visual mismatch negativity: a predictive coding view,"Stefanics G, Kremláček J, Czigler I.",Front Hum Neurosci. 2014 Sep 16;8:666. doi: 10.3389/fnhum.2014.00666. eCollection 2014.,Stefanics G,Front Hum Neurosci,2014,2014/10/04,PMC4165279,,10.3389/fnhum.2014.00666
53,27695705,Predictive coding of multisensory timing,"Shi Z, Burr D.",Curr Opin Behav Sci. 2016 Apr;8:200-206. doi: 10.1016/j.cobeha.2016.02.014. Epub 2016 Feb 17.,Shi Z,Curr Opin Behav Sci,2016,2016/10/04,PMC5040498,EMS68450,10.1016/j.cobeha.2016.02.014
54,34151266,Deficits of hierarchical predictive coding in left spatial neglect,"Doricchi F, Pinto M, Pellegrino M, Marson F, Aiello M, Campana S, Tomaiuolo F, Lasaponara S.",Brain Commun. 2021 Jun 4;3(2):fcab111. doi: 10.1093/braincomms/fcab111. eCollection 2021.,Doricchi F,Brain Commun,2021,2021/06/21,PMC8209285,,10.1093/braincomms/fcab111
55,36130089,Predictive coding across the left fronto-temporal hierarchy during language comprehension,"Wang L, Schoot L, Brothers T, Alexander E, Warnke L, Kim M, Khan S, Hämäläinen M, Kuperberg GR.",Cereb Cortex. 2023 Apr 4;33(8):4478-4497. doi: 10.1093/cercor/bhac356.,Wang L,Cereb Cortex,2023,2022/09/21,PMC10110445,,10.1093/cercor/bhac356
56,36076338,Predictive coding of natural images by V1 firing rates and rhythmic synchronization,"Uran C, Peter A, Lazar A, Barnes W, Klon-Lipok J, Shapcott KA, Roese R, Fries P, Singer W, Vinck M.",Neuron. 2022 Sep 7;110(17):2886-2887. doi: 10.1016/j.neuron.2022.07.021.,Uran C,Neuron,2022,2022/09/09,PMC9466989,,10.1016/j.neuron.2022.07.021
57,37229143,Predictive Coding and Internal Error Correction in Speech Production,"Teghipco A, Okada K, Murphy E, Hickok G.",Neurobiol Lang (Camb). 2023 Mar 8;4(1):81-119. doi: 10.1162/nol_a_00088. eCollection 2023.,Teghipco A,Neurobiol Lang (Camb),2023,2023/05/25,PMC10205072,,10.1162/nol_a_00088
58,31265817,Fitting predictive coding to the neurophysiological data,Spratling MW.,Brain Res. 2019 Oct 1;1720:146313. doi: 10.1016/j.brainres.2019.146313. Epub 2019 Jun 29.,Spratling MW,Brain Res,2019,2019/07/03,,,10.1016/j.brainres.2019.146313
60,27993448,Introduction - Cognitive penetration and predictive coding. Pushing the debate forward with the recent achievements of cognitive science,"Newen A, Marchi F, Brössel P.",Conscious Cogn. 2017 Jan;47:1-5. doi: 10.1016/j.concog.2016.12.001. Epub 2016 Dec 16.,Newen A,Conscious Cogn,2017,2016/12/21,,,10.1016/j.concog.2016.12.001
61,29515495,The Interaction between Interoceptive and Action States within a Framework of Predictive Coding,"Marshall AC, Gentsch A, Schütz-Bosbach S.",Front Psychol. 2018 Feb 20;9:180. doi: 10.3389/fpsyg.2018.00180. eCollection 2018.,Marshall AC,Front Psychol,2018,2018/03/09,PMC5826270,,10.3389/fpsyg.2018.00180
62,33852158,Does signal reduction imply predictive coding in models of spoken word recognition?,"Luthra S, Li MYC, You H, Brodbeck C, Magnuson JS.",Psychon Bull Rev. 2021 Aug;28(4):1381-1389. doi: 10.3758/s13423-021-01924-x. Epub 2021 Apr 14.,Luthra S,Psychon Bull Rev,2021,2021/04/14,PMC8367925,,10.3758/s13423-021-01924-x
63,35168154,Predictive coding during action observation - A depth-resolved intersubject functional correlation study at 7T,"Cerliani L, Bhandari R, De Angelis L, van der Zwaag W, Bazin PL, Gazzola V, Keysers C.",Cortex. 2022 Mar;148:121-138. doi: 10.1016/j.cortex.2021.12.008. Epub 2022 Jan 22.,Cerliani L,Cortex,2022,2022/02/15,,,10.1016/j.cortex.2021.12.008
64,25959592,"Direct social perception, mindreading and Bayesian predictive coding","de Bruin L, Strijbos D.",Conscious Cogn. 2015 Nov;36:565-70. doi: 10.1016/j.concog.2015.04.014. Epub 2015 May 7.,de Bruin L,Conscious Cogn,2015,2015/05/12,,,10.1016/j.concog.2015.04.014
65,23416066,The free-energy self: a predictive coding account of self-recognition,"Apps MA, Tsakiris M.",Neurosci Biobehav Rev. 2014 Apr;41:85-97. doi: 10.1016/j.neubiorev.2013.01.029. Epub 2013 Feb 15.,Apps MA,Neurosci Biobehav Rev,2014,2013/02/19,PMC3848896,EMS54501,10.1016/j.neubiorev.2013.01.029
66,30185464,Sleep Strengthens Predictive Sequence Coding,"Lutz ND, Wolf I, Hübner S, Born J, Rauss K.",J Neurosci. 2018 Oct 17;38(42):8989-9000. doi: 10.1523/JNEUROSCI.1352-18.2018. Epub 2018 Sep 5.,Lutz ND,J Neurosci,2018,2018/09/07,PMC6705979,,10.1523/JNEUROSCI.1352-18.2018
67,37118893,Multimodal evidence for predictive coding in sentence oral reading,"Zhao B, Zhang G, Wang L, Dang J.",Cereb Cortex. 2023 Jun 20;33(13):8620-8632. doi: 10.1093/cercor/bhad145.,Zhao B,Cereb Cortex,2023,2023/04/29,,,10.1093/cercor/bhad145
68,30022729,The Neuronal Basis of Predictive Coding Along the Auditory Pathway: From the Subcortical Roots to Cortical Deviance Detection,"Carbajal GV, Malmierca MS.",Trends Hear. 2018 Jan-Dec;22:2331216518784822. doi: 10.1177/2331216518784822.,Carbajal GV,Trends Hear,2018,2018/07/20,PMC6053868,,10.1177/2331216518784822
69,34500255,Predictive coding feedback results in perceived illusory contours in a recurrent neural network,"Pang Z, O'May CB, Choksi B, VanRullen R.",Neural Netw. 2021 Dec;144:164-175. doi: 10.1016/j.neunet.2021.08.024. Epub 2021 Aug 26.,Pang Z,Neural Netw,2021,2021/09/09,,,10.1016/j.neunet.2021.08.024
70,27639447,Vertigo and the processing of vestibular information: A review in the context of predictive coding,"Klingner CM, Axer H, Brodoehl S, Witte OW.",Neurosci Biobehav Rev. 2016 Dec;71:379-387. doi: 10.1016/j.neubiorev.2016.09.009. Epub 2016 Sep 14.,Klingner CM,Neurosci Biobehav Rev,2016,2016/11/07,,,10.1016/j.neubiorev.2016.09.009
71,24307092,Why do you fear the bogeyman? An embodied predictive coding model of perceptual inference,Pezzulo G.,Cogn Affect Behav Neurosci. 2014 Sep;14(3):902-11. doi: 10.3758/s13415-013-0227-x.,Pezzulo G,Cogn Affect Behav Neurosci,2014,2013/12/06,,,10.3758/s13415-013-0227-x
73,22371621,Multistability in auditory stream segregation: a predictive coding view,"Winkler I, Denham S, Mill R, Bohm TM, Bendixen A.",Philos Trans R Soc Lond B Biol Sci. 2012 Apr 5;367(1591):1001-12. doi: 10.1098/rstb.2011.0359.,Winkler I,Philos Trans R Soc Lond B Biol Sci,2012,2012/02/29,PMC3282310,,10.1098/rstb.2011.0359
74,37090087,Learning on Arbitrary Graph Topologies via Predictive Coding,"Salvatori T, Pinchetti L, Millidge B, Song Y, Bao T, Bogacz R, Lukasiewicz T.",Adv Neural Inf Process Syst. 2022 Nov;35:38232-38244.,Salvatori T,Adv Neural Inf Process Syst,2022,2023/04/24,PMC7614467,EMS174069,
75,33897405,Predictive Coding Over the Lifespan: Increased Reliance on Perceptual Priors in Older Adults-A Magnetoencephalography and Dynamic Causal Modeling Study,"Chan JS, Wibral M, Stawowsky C, Brandl M, Helbling S, Naumer MJ, Kaiser J, Wollstadt P.",Front Aging Neurosci. 2021 Apr 9;13:631599. doi: 10.3389/fnagi.2021.631599. eCollection 2021.,Chan JS,Front Aging Neurosci,2021,2021/04/26,PMC8062739,,10.3389/fnagi.2021.631599
76,36801664,Inconsistent illusory motion in predictive coding deep neural networks,"Kirubeswaran OR, Storrs KR.",Vision Res. 2023 May;206:108195. doi: 10.1016/j.visres.2023.108195. Epub 2023 Feb 17.,Kirubeswaran OR,Vision Res,2023,2023/02/21,,,10.1016/j.visres.2023.108195
77,33716157,Brain predictive coding processes are associated to COMT gene Val158Met polymorphism,"Bonetti L, Bruzzone SEP, Sedghi NA, Haumann NT, Paunio T, Kantojärvi K, Kliuchko M, Vuust P, Brattico E.",Neuroimage. 2021 Jun;233:117954. doi: 10.1016/j.neuroimage.2021.117954. Epub 2021 Mar 11.,Bonetti L,Neuroimage,2021,2021/03/15,,,10.1016/j.neuroimage.2021.117954
78,29057720,Predictive coding and hallucinations: a question of balance,Fletcher PC.,Cogn Neuropsychiatry. 2017 Nov;22(6):453-460. doi: 10.1080/13546805.2017.1391083. Epub 2017 Oct 23.,Fletcher PC,Cogn Neuropsychiatry,2017,2017/10/24,,,10.1080/13546805.2017.1391083
79,25324813,Rhythmic complexity and predictive coding: a novel approach to modeling rhythm and meter perception in music,"Vuust P, Witek MA.",Front Psychol. 2014 Oct 1;5:1111. doi: 10.3389/fpsyg.2014.01111. eCollection 2014.,Vuust P,Front Psychol,2014,2014/10/18,PMC4181238,,10.3389/fpsyg.2014.01111
80,31874149,fMRI reveals language-specific predictive coding during naturalistic sentence comprehension,"Shain C, Blank IA, van Schijndel M, Schuler W, Fedorenko E.",Neuropsychologia. 2020 Feb 17;138:107307. doi: 10.1016/j.neuropsychologia.2019.107307. Epub 2019 Dec 24.,Shain C,Neuropsychologia,2020,2019/12/25,PMC7140726,NIHMS1554598,10.1016/j.neuropsychologia.2019.107307
81,34714752,Faster Convergence in Deep-Predictive-Coding Networks to Learn Deeper Representations,"Sledge IJ, Principe JC.",IEEE Trans Neural Netw Learn Syst. 2023 Aug;34(8):5156-5170. doi: 10.1109/TNNLS.2021.3115698. Epub 2023 Aug 4.,Sledge IJ,IEEE Trans Neural Netw Learn Syst,2023,2021/10/29,,,10.1109/TNNLS.2021.3115698
82,34892820,Linear Predictive Coding for Acute Stress Prediction from Computer Mouse Movements,"Kim LH, Goel R, Liang J, Pilanci M, Paredes PE.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:7465-7469. doi: 10.1109/EMBC46164.2021.9630217.,Kim LH,Annu Int Conf IEEE Eng Med Biol Soc,2021,2021/12/11,,,10.1109/EMBC46164.2021.9630217
84,26959812,Predictive Coding: A Possible Explanation of Filling-In at the Blind Spot,"Raman R, Sarkar S.",PLoS One. 2016 Mar 9;11(3):e0151194. doi: 10.1371/journal.pone.0151194. eCollection 2016.,Raman R,PLoS One,2016,2016/03/10,PMC4784844,,10.1371/journal.pone.0151194
85,25445839,Predictive coding for motion stimuli in human early visual cortex,"Schellekens W, van Wezel RJ, Petridou N, Ramsey NF, Raemaekers M.",Brain Struct Funct. 2016 Mar;221(2):879-90. doi: 10.1007/s00429-014-0942-2. Epub 2014 Dec 2.,Schellekens W,Brain Struct Funct,2016,2014/12/03,,,10.1007/s00429-014-0942-2
86,28413566,A Hierarchical Predictive Coding Model of Object Recognition in Natural Images,Spratling MW.,Cognit Comput. 2017;9(2):151-167. doi: 10.1007/s12559-016-9445-1. Epub 2016 Dec 28.,Spratling MW,Cognit Comput,2017,2017/04/18,PMC5371651,,10.1007/s12559-016-9445-1
87,36226138,Greater tau pathology is associated with altered predictive coding,"Gjini K, Casey C, Tanabe S, Bo A, Parker M, White M, Kunkel D, Lennertz R, Pearce RA, Betthauser T, Christian BT, Johnson SC, Bendlin BB, Sanders RD.",Brain Commun. 2022 Aug 17;4(5):fcac209. doi: 10.1093/braincomms/fcac209. eCollection 2022.,Gjini K,Brain Commun,2022,2022/10/13,PMC9547525,,10.1093/braincomms/fcac209
88,27324803,Temporal integration of multisensory stimuli in autism spectrum disorder: a predictive coding perspective,"Chan JS, Langer A, Kaiser J.",J Neural Transm (Vienna). 2016 Aug;123(8):917-23. doi: 10.1007/s00702-016-1587-5. Epub 2016 Jun 20.,Chan JS,J Neural Transm (Vienna),2016,2016/06/22,,,10.1007/s00702-016-1587-5
89,37022810,PreCNet: Next-Frame Video Prediction Based on Predictive Coding,"Straka Z, Svoboda T, Hoffmann M.",IEEE Trans Neural Netw Learn Syst. 2023 Feb 7;PP. doi: 10.1109/TNNLS.2023.3240857. Online ahead of print.,Straka Z,IEEE Trans Neural Netw Learn Syst,2023,2023/04/06,,,10.1109/TNNLS.2023.3240857
90,28505152,A predictive coding account of bistable perception - a model-based fMRI study,"Weilnhammer V, Stuke H, Hesselmann G, Sterzer P, Schmack K.",PLoS Comput Biol. 2017 May 15;13(5):e1005536. doi: 10.1371/journal.pcbi.1005536. eCollection 2017 May.,Weilnhammer V,PLoS Comput Biol,2017,2017/05/16,PMC5448813,,10.1371/journal.pcbi.1005536
91,33497381,Sparse deep predictive coding captures contour integration capabilities of the early visual system,"Boutin V, Franciosini A, Chavane F, Ruffier F, Perrinet L.",PLoS Comput Biol. 2021 Jan 26;17(1):e1008629. doi: 10.1371/journal.pcbi.1008629. eCollection 2021 Jan.,Boutin V,PLoS Comput Biol,2021,2021/01/26,PMC7864399,,10.1371/journal.pcbi.1008629
92,26085625,The Faces of Predictive Coding,"Brodski A, Paasch GF, Helbling S, Wibral M.",J Neurosci. 2015 Jun 17;35(24):8997-9006. doi: 10.1523/JNEUROSCI.1529-14.2015.,Brodski A,J Neurosci,2015,2015/06/19,PMC6605164,,10.1523/JNEUROSCI.1529-14.2015
93,35400858,Are We in Time? How Predictive Coding and Dynamical Systems Explain Musical Synchrony,"Palmer C, Demos AP.",Curr Dir Psychol Sci. 2022 Apr;31(2):147-153. doi: 10.1177/09637214211053635. Epub 2022 Apr 6.,Palmer C,Curr Dir Psychol Sci,2022,2022/04/11,PMC8988459,,10.1177/09637214211053635
94,26582536,A predictive coding account of MMN reduction in schizophrenia,Wacongne C.,Biol Psychol. 2016 Apr;116:68-74. doi: 10.1016/j.biopsycho.2015.10.011. Epub 2015 Nov 12.,Wacongne C,Biol Psychol,2016,2015/11/20,,,10.1016/j.biopsycho.2015.10.011
95,37123947,A predictive coding approach to modelling the perceived complexity of popular music drum patterns,Senn O.,Heliyon. 2023 Apr 7;9(4):e15199. doi: 10.1016/j.heliyon.2023.e15199. eCollection 2023 Apr.,Senn O,Heliyon,2023,2023/05/01,PMC10130781,,10.1016/j.heliyon.2023.e15199
96,32561726,Combining predictive coding and neural oscillations enables online syllable recognition in natural speech,"Hovsepyan S, Olasagasti I, Giraud AL.",Nat Commun. 2020 Jun 19;11(1):3117. doi: 10.1038/s41467-020-16956-5.,Hovsepyan S,Nat Commun,2020,2020/06/21,PMC7305192,,10.1038/s41467-020-16956-5
97,22766458,The cortical organization of speech processing: feedback control and predictive coding the context of a dual-stream model,Hickok G.,J Commun Disord. 2012 Nov-Dec;45(6):393-402. doi: 10.1016/j.jcomdis.2012.06.004. Epub 2012 Jun 20.,Hickok G,J Commun Disord,2012,2012/07/07,PMC3468690,NIHMS388650,10.1016/j.jcomdis.2012.06.004
99,37154618,Noninvasive modulation of predictive coding in humans: causal evidence for frequency-specific temporal dynamics,"Draganov M, Galiano-Landeira J, Doruk Camsari D, Ramírez JE, Robles M, Chanes L.",Cereb Cortex. 2023 Jun 20;33(13):8421-8430. doi: 10.1093/cercor/bhad127.,Draganov M,Cereb Cortex,2023,2023/05/08,,,10.1093/cercor/bhad127
100,28347383,The role of arousal in predictive coding,Ferreira-Santos F.,Behav Brain Sci. 2016 Jan;39:e207. doi: 10.1017/S0140525X15001788.,Ferreira-Santos F,Behav Brain Sci,2016,2017/03/29,,,10.1017/S0140525X15001788
101,30359606,Predictive Processing: A Canonical Cortical Computation,"Keller GB, Mrsic-Flogel TD.",Neuron. 2018 Oct 24;100(2):424-435. doi: 10.1016/j.neuron.2018.10.003.,Keller GB,Neuron,2018,2018/10/26,PMC6400266,EMS82047,10.1016/j.neuron.2018.10.003
102,31678909,Predictive coding and adaptive behavior in patients with genetically determined cerebellar ataxia--A neurophysiology study,"Tunc S, Baginski N, Lubs J, Bally JF, Weissbach A, Baaske MK, Tadic V, Brüggemann N, Bäumer T, Beste C, Münchau A.",Neuroimage Clin. 2019;24:102043. doi: 10.1016/j.nicl.2019.102043. Epub 2019 Oct 18.,Tunc S,Neuroimage Clin,2019,2019/11/04,PMC6978209,,10.1016/j.nicl.2019.102043
103,26311184,Predictive coding in autism spectrum disorder and attention deficit hyperactivity disorder,"Gonzalez-Gadea ML, Chennu S, Bekinschtein TA, Rattazzi A, Beraudi A, Tripicchio P, Moyano B, Soffita Y, Steinberg L, Adolfi F, Sigman M, Marino J, Manes F, Ibanez A.",J Neurophysiol. 2015 Nov;114(5):2625-36. doi: 10.1152/jn.00543.2015. Epub 2015 Aug 26.,Gonzalez-Gadea ML,J Neurophysiol,2015,2015/08/28,PMC4643094,,10.1152/jn.00543.2015
104,37484922,A predictive coding approach to psychedelic virtual-induced hallucinations and creative cognition in aging,"Magni G, Tuena C, Riva G.",Front Hum Neurosci. 2023 Jul 7;17:1219052. doi: 10.3389/fnhum.2023.1219052. eCollection 2023.,Magni G,Front Hum Neurosci,2023,2023/07/24,PMC10359985,,10.3389/fnhum.2023.1219052
105,36864133,Evidence of a predictive coding hierarchy in the human brain listening to speech,"Caucheteux C, Gramfort A, King JR.",Nat Hum Behav. 2023 Mar;7(3):430-441. doi: 10.1038/s41562-022-01516-2. Epub 2023 Mar 2.,Caucheteux C,Nat Hum Behav,2023,2023/03/02,PMC10038805,,10.1038/s41562-022-01516-2
106,31946512,A Predictive Coding Model for Evoked and Spontaneous Pain Perception,"Song Y, Kemprecos H, Wang J, Chen Z.",Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:2964-2967. doi: 10.1109/EMBC.2019.8857298.,Song Y,Annu Int Conf IEEE Eng Med Biol Soc,2019,2020/01/18,PMC8025043,NIHMS1683575,10.1109/EMBC.2019.8857298
107,27069050,"Interpersonal predictive coding, not action perception, is impaired in autism","von der Lühe T, Manera V, Barisic I, Becchio C, Vogeley K, Schilbach L.",Philos Trans R Soc Lond B Biol Sci. 2016 May 5;371(1693):20150373. doi: 10.1098/rstb.2015.0373.,von der Lühe T,Philos Trans R Soc Lond B Biol Sci,2016,2016/04/13,PMC4843611,,10.1098/rstb.2015.0373
108,33996246,3-D compressed sensing optical coherence tomography using predictive coding,"McLean JP, Hendon CP.",Biomed Opt Express. 2021 Mar 31;12(4):2531-2549. doi: 10.1364/BOE.421848. eCollection 2021 Apr 1.,McLean JP,Biomed Opt Express,2021,2021/05/17,PMC8086477,,10.1364/BOE.421848
109,34393744,Deep Gated Hebbian Predictive Coding Accounts for Emergence of Complex Neural Response Properties Along the Visual Cortical Hierarchy,"Dora S, Bohte SM, Pennartz CMA.",Front Comput Neurosci. 2021 Jul 28;15:666131. doi: 10.3389/fncom.2021.666131. eCollection 2021.,Dora S,Front Comput Neurosci,2021,2021/08/16,PMC8355371,,10.3389/fncom.2021.666131
110,34296175,The N300: An Index for Predictive Coding of Complex Visual Objects and Scenes,"Kumar M, Federmeier KD, Beck DM.",Cereb Cortex Commun. 2021 Apr 21;2(2):tgab030. doi: 10.1093/texcom/tgab030. eCollection 2021.,Kumar M,Cereb Cortex Commun,2021,2021/07/23,PMC8171016,,10.1093/texcom/tgab030
111,27588355,Predictive coding of phonological rules in auditory cortex: A mismatch negativity study,"Ylinen S, Huuskonen M, Mikkola K, Saure E, Sinkkonen T, Paavilainen P.",Brain Lang. 2016 Nov;162:72-80. doi: 10.1016/j.bandl.2016.08.007. Epub 2016 Aug 30.,Ylinen S,Brain Lang,2016,2016/09/03,,,10.1016/j.bandl.2016.08.007
112,22047947,Evidence from auditory and visual event-related potential (ERP) studies of deviance detection (MMN and vMMN) linking predictive coding theories and perceptual object representations,"Winkler I, Czigler I.",Int J Psychophysiol. 2012 Feb;83(2):132-43. doi: 10.1016/j.ijpsycho.2011.10.001. Epub 2011 Oct 30.,Winkler I,Int J Psychophysiol,2012,2011/11/04,,,10.1016/j.ijpsycho.2011.10.001
113,34923130,Predisposition to domain-wide maladaptive changes in predictive coding in auditory phantom perception,"Mohan A, Luckey A, Weisz N, Vanneste S.",Neuroimage. 2022 Mar;248:118813. doi: 10.1016/j.neuroimage.2021.118813. Epub 2021 Dec 17.,Mohan A,Neuroimage,2022,2021/12/19,,,10.1016/j.neuroimage.2021.118813
114,28185044,A Predictive Coding Account of Psychotic Symptoms in Autism Spectrum Disorder,"van Schalkwyk GI, Volkmar FR, Corlett PR.",J Autism Dev Disord. 2017 May;47(5):1323-1340. doi: 10.1007/s10803-017-3065-9.,van Schalkwyk GI,J Autism Dev Disord,2017,2017/02/11,,,10.1007/s10803-017-3065-9
115,26973500,A Predictive Coding Perspective on Beta Oscillations during Sentence-Level Language Comprehension,"Lewis AG, Schoffelen JM, Schriefers H, Bastiaansen M.",Front Hum Neurosci. 2016 Mar 3;10:85. doi: 10.3389/fnhum.2016.00085. eCollection 2016.,Lewis AG,Front Hum Neurosci,2016,2016/03/15,PMC4776303,,10.3389/fnhum.2016.00085
116,28375719,"Predictive Processing, Source Monitoring, and Psychosis","Griffin JD, Fletcher PC.",Annu Rev Clin Psychol. 2017 May 8;13:265-289. doi: 10.1146/annurev-clinpsy-032816-045145. Epub 2017 Mar 30.,Griffin JD,Annu Rev Clin Psychol,2017,2017/04/05,PMC5424073,EMS71033,10.1146/annurev-clinpsy-032816-045145
117,27891111,Editorial: Brain Oscillations and Predictive Coding in the Context of Different Conscious States and Sleep-Wake Cycle: Implications for Decision Making and Psychopathology,Kirov R.,Front Psychol. 2016 Nov 11;7:1768. doi: 10.3389/fpsyg.2016.01768. eCollection 2016.,Kirov R,Front Psychol,2016,2016/11/29,PMC5104744,,10.3389/fpsyg.2016.01768
118,32519561,Atypical visual-auditory predictive coding in autism spectrum disorder: Electrophysiological evidence from stimulus omissions,"van Laarhoven T, Stekelenburg JJ, Eussen ML, Vroomen J.",Autism. 2020 Oct;24(7):1849-1859. doi: 10.1177/1362361320926061. Epub 2020 Jun 10.,van Laarhoven T,Autism,2020,2020/06/11,PMC7545644,,10.1177/1362361320926061
