PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33935674","A Computational Framework for Controlling the Self-Restorative Brain Based on the Free Energy and Degeneracy Principles","Park HJ, Kang J.","Front Comput Neurosci. 2021 Apr 14;15:590019. doi: 10.3389/fncom.2021.590019. eCollection 2021.","Park HJ","Front Comput Neurosci","2021","2021/05/03","PMC8079648","","10.3389/fncom.2021.590019"
"34441172","What Is Consciousness? Integrated Information vs. Inference","Cooke JE.","Entropy (Basel). 2021 Aug 11;23(8):1032. doi: 10.3390/e23081032.","Cooke JE","Entropy (Basel)","2021","2021/08/27","PMC8391140","","10.3390/e23081032"
"31555159","Psychoanalysis and Neuroscience: The Bridge Between Mind and Brain","Cieri F, Esposito R.","Front Psychol. 2019 Aug 28;10:1790. doi: 10.3389/fpsyg.2019.01983. eCollection 2019.","Cieri F","Front Psychol","2019","2019/09/27","PMC6724748","","10.3389/fpsyg.2019.01983"
"31040386","The emergence of synchrony in networks of mutually inferring neurons","Palacios ER, Isomura T, Parr T, Friston K.","Sci Rep. 2019 Apr 30;9(1):6412. doi: 10.1038/s41598-019-42821-7.","Palacios ER","Sci Rep","2019","2019/05/02","PMC6491596","","10.1038/s41598-019-42821-7"
"34210008","An Active Inference Model of Collective Intelligence","Kaufmann R, Gupta P, Taylor J.","Entropy (Basel). 2021 Jun 29;23(7):830. doi: 10.3390/e23070830.","Kaufmann R","Entropy (Basel)","2021","2021/07/02","PMC8306784","","10.3390/e23070830"
"32562886","The role of Hebbian learning in human perception: a methodological and theoretical review of the human Visual Long-Term Potentiation paradigm","Sumner RL, Spriggs MJ, Muthukumaraswamy SD, Kirk IJ.","Neurosci Biobehav Rev. 2020 Aug;115:220-237. doi: 10.1016/j.neubiorev.2020.03.013. Epub 2020 Jun 18.","Sumner RL","Neurosci Biobehav Rev","2020","2020/06/21","","","10.1016/j.neubiorev.2020.03.013"
"30618988","The Projective Consciousness Model and Phenomenal Selfhood","Williford K, Bennequin D, Friston K, Rudrauf D.","Front Psychol. 2018 Dec 17;9:2571. doi: 10.3389/fpsyg.2018.02571. eCollection 2018.","Williford K","Front Psychol","2018","2019/01/09","PMC6304424","","10.3389/fpsyg.2018.02571"
"33488462","Representation Wars: Enacting an Armistice Through Active Inference","Constant A, Clark A, Friston KJ.","Front Psychol. 2021 Jan 7;11:598733. doi: 10.3389/fpsyg.2020.598733. eCollection 2020.","Constant A","Front Psychol","2021","2021/01/25","PMC7817850","","10.3389/fpsyg.2020.598733"
"34199648","Information and Self-Organization II: Steady State and Phase Transition","Haken H, Portugali J.","Entropy (Basel). 2021 Jun 2;23(6):707. doi: 10.3390/e23060707.","Haken H","Entropy (Basel)","2021","2021/07/02","PMC8229616","","10.3390/e23060707"
"30984063","""Surprise"" and the Bayesian Brain: Implications for Psychotherapy Theory and Practice","Holmes J, Nolte T.","Front Psychol. 2019 Mar 28;10:592. doi: 10.3389/fpsyg.2019.00592. eCollection 2019.","Holmes J","Front Psychol","2019","2019/04/16","PMC6447687","","10.3389/fpsyg.2019.00592"
"36172755","Life, mind, agency: Why Markov blankets fail the test of evolution","Veit W, Browning H.","Behav Brain Sci. 2022 Sep 29;45:e214. doi: 10.1017/S0140525X22000115.","Veit W","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000115"
"33362668","An Algorithmic Metaphysics of Self-Patterns","Beni MD.","Front Psychol. 2020 Dec 4;11:607917. doi: 10.3389/fpsyg.2020.607917. eCollection 2020.","Beni MD","Front Psychol","2020","2020/12/28","PMC7758732","","10.3389/fpsyg.2020.607917"
"37424966","Pattern breaking: a complex systems approach to psychedelic medicine","Hipólito I, Mago J, Rosas FE, Carhart-Harris R.","Neurosci Conscious. 2023 Jul 6;2023(1):niad017. doi: 10.1093/nc/niad017. eCollection 2023.","Hipólito I","Neurosci Conscious","2023","2023/07/10","PMC10325487","","10.1093/nc/niad017"
"33489551","The Clinical, Philosophical, Evolutionary and Mathematical Machinery of Consciousness: An Analytic Dissection of the Field Theories and a Consilience of Ideas","Kesserwani H.","Cureus. 2020 Dec 18;12(12):e12139. doi: 10.7759/cureus.12139.","Kesserwani H","Cureus","2020","2021/01/25","PMC7813534","","10.7759/cureus.12139"
"33732119","The Thalamus as a Blackboard for Perception and Planning","Worden R, Bennett MS, Neacsu V.","Front Behav Neurosci. 2021 Mar 1;15:633872. doi: 10.3389/fnbeh.2021.633872. eCollection 2021.","Worden R","Front Behav Neurosci","2021","2021/03/18","PMC7956969","","10.3389/fnbeh.2021.633872"
"34901166","Active Inference Through Energy Minimization in Multimodal Affective Human-Robot Interaction","Horii T, Nagai Y.","Front Robot AI. 2021 Nov 26;8:684401. doi: 10.3389/frobt.2021.684401. eCollection 2021.","Horii T","Front Robot AI","2021","2021/12/13","PMC8662315","","10.3389/frobt.2021.684401"
"33921298","Neural Dynamics under Active Inference: Plausibility and Efficiency of Information Processing","Da Costa L, Parr T, Sengupta B, Friston K.","Entropy (Basel). 2021 Apr 12;23(4):454. doi: 10.3390/e23040454.","Da Costa L","Entropy (Basel)","2021","2021/04/30","PMC8069154","","10.3390/e23040454"
"33304260","Learning Generative State Space Models for Active Inference","Çatal O, Wauthier S, De Boom C, Verbelen T, Dhoedt B.","Front Comput Neurosci. 2020 Nov 16;14:574372. doi: 10.3389/fncom.2020.574372. eCollection 2020.","Çatal O","Front Comput Neurosci","2020","2020/12/11","PMC7701292","","10.3389/fncom.2020.574372"
"37211257","Regulative development as a model for origin of life and artificial life studies","Fields C, Levin M.","Biosystems. 2023 Jul;229:104927. doi: 10.1016/j.biosystems.2023.104927. Epub 2023 May 19.","Fields C","Biosystems","2023","2023/05/21","","","10.1016/j.biosystems.2023.104927"
"35814345","Augmenting Human Selves Through Artificial Agents - Lessons From the Brain","Northoff G, Fraser M, Griffiths J, Pinotsis DA, Panangaden P, Moran R, Friston K.","Front Comput Neurosci. 2022 Jun 23;16:892354. doi: 10.3389/fncom.2022.892354. eCollection 2022.","Northoff G","Front Comput Neurosci","2022","2022/07/11","PMC9260143","","10.3389/fncom.2022.892354"
"25642175","Why empathy has a beneficial impact on others in medicine: unifying theories","Decety J, Fotopoulou A.","Front Behav Neurosci. 2015 Jan 14;8:457. doi: 10.3389/fnbeh.2014.00457. eCollection 2014.","Decety J","Front Behav Neurosci","2015","2015/02/03","PMC4294163","","10.3389/fnbeh.2014.00457"
"35081029","VCRNet: Visual Compensation Restoration Network for No-Reference Image Quality Assessment","Pan Z, Yuan F, Lei J, Fang Y, Shao X, Kwong S.","IEEE Trans Image Process. 2022;31:1613-1627. doi: 10.1109/TIP.2022.3144892. Epub 2022 Feb 1.","Pan Z","IEEE Trans Image Process","2022","2022/01/26","","","10.1109/TIP.2022.3144892"
"35468491","Branching Time Active Inference: The theory and its generality","Champion T, Da Costa L, Bowman H, Grześ M.","Neural Netw. 2022 Jul;151:295-316. doi: 10.1016/j.neunet.2022.03.036. Epub 2022 Apr 6.","Champion T","Neural Netw","2022","2022/04/25","","","10.1016/j.neunet.2022.03.036"
"35210988","Synthetic Spatial Foraging With Active Inference in a Geocaching Task","Neacsu V, Convertino L, Friston KJ.","Front Neurosci. 2022 Feb 8;16:802396. doi: 10.3389/fnins.2022.802396. eCollection 2022.","Neacsu V","Front Neurosci","2022","2022/02/25","PMC8861269","","10.3389/fnins.2022.802396"
"35742142","An Enactive-Ecological Model to Guide Patient-Centered Osteopathic Care","Cerritelli F, Esteves JE.","Healthcare (Basel). 2022 Jun 12;10(6):1092. doi: 10.3390/healthcare10061092.","Cerritelli F","Healthcare (Basel)","2022","2022/06/24","PMC9223169","","10.3390/healthcare10061092"
"26375940","What is Optimum Variability?","Schuldberg D.","Nonlinear Dynamics Psychol Life Sci. 2015 Oct;19(4):553-68.","Schuldberg D","Nonlinear Dynamics Psychol Life Sci","2015","2015/09/17","","",""
"36389215","The hard problem of consciousness-A perspective from holistic philosophy","Chen J, Chen L.","Front Neurosci. 2022 Oct 25;16:975281. doi: 10.3389/fnins.2022.975281. eCollection 2022.","Chen J","Front Neurosci","2022","2022/11/17","PMC9641132","","10.3389/fnins.2022.975281"
"28702345","Hierarchical disruption in the Bayesian brain: Focal epilepsy and brain networks","Omidvarnia A, Pedersen M, Rosch RE, Friston KJ, Jackson GD.","Neuroimage Clin. 2017 May 26;15:682-688. doi: 10.1016/j.nicl.2017.05.019. eCollection 2017.","Omidvarnia A","Neuroimage Clin","2017","2017/07/14","PMC5486238","","10.1016/j.nicl.2017.05.019"
"26275633","The role of interoceptive inference in theory of mind","Ondobaka S, Kilner J, Friston K.","Brain Cogn. 2017 Mar;112:64-68. doi: 10.1016/j.bandc.2015.08.002. Epub 2015 Aug 12.","Ondobaka S","Brain Cogn","2017","2015/08/16","PMC5312780","","10.1016/j.bandc.2015.08.002"
"35250723","Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony","McParlin Z, Cerritelli F, Friston KJ, Esteves JE.","Front Psychol. 2022 Feb 17;13:783694. doi: 10.3389/fpsyg.2022.783694. eCollection 2022.","McParlin Z","Front Psychol","2022","2022/03/07","PMC8892201","","10.3389/fpsyg.2022.783694"
"32460940","""Through others we become ourselves"": The dialectics of predictive coding and active inference","Bolis D, Schilbach L.","Behav Brain Sci. 2020 May 28;43:e93. doi: 10.1017/S0140525X19002917.","Bolis D","Behav Brain Sci","2020","2020/05/29","","","10.1017/S0140525X19002917"
"29937718","Commentary: Respiration-Entrained Brain Rhythms Are Global but Often Overlooked","Corcoran AW, Pezzulo G, Hohwy J.","Front Syst Neurosci. 2018 Jun 5;12:25. doi: 10.3389/fnsys.2018.00025. eCollection 2018.","Corcoran AW","Front Syst Neurosci","2018","2018/06/26","PMC6003246","","10.3389/fnsys.2018.00025"
"36605522","A brain-inspired robot pain model based on a spiking neural network","Feng H, Zeng Y.","Front Neurorobot. 2022 Dec 20;16:1025338. doi: 10.3389/fnbot.2022.1025338. eCollection 2022.","Feng H","Front Neurorobot","2022","2023/01/06","PMC9807619","","10.3389/fnbot.2022.1025338"
"34154800","Predictive brain: Addressing the level of representation by reviewing perceptual hysteresis","Trapp S, Pascucci D, Chelazzi L.","Cortex. 2021 Aug;141:535-540. doi: 10.1016/j.cortex.2021.04.011. Epub 2021 May 8.","Trapp S","Cortex","2021","2021/06/22","","","10.1016/j.cortex.2021.04.011"
"36507308","Integrated world modeling theory expanded: Implications for the future of consciousness","Safron A.","Front Comput Neurosci. 2022 Nov 24;16:642397. doi: 10.3389/fncom.2022.642397. eCollection 2022.","Safron A","Front Comput Neurosci","2022","2022/12/12","PMC9730424","","10.3389/fncom.2022.642397"
"32460937","Thinking through prior bodies: autonomic uncertainty and interoceptive self-inference","Allen M, Legrand N, Costa Correa CM, Fardo F.","Behav Brain Sci. 2020 May 28;43:e91. doi: 10.1017/S0140525X19002899.","Allen M","Behav Brain Sci","2020","2020/05/29","","","10.1017/S0140525X19002899"
"29887648","Active inference, enactivism and the hermeneutics of social cognition","Gallagher S, Allen M.","Synthese. 2018;195(6):2627-2648. doi: 10.1007/s11229-016-1269-8. Epub 2016 Nov 29.","Gallagher S","Synthese","2018","2018/06/12","PMC5972154","","10.1007/s11229-016-1269-8"
"32739554","Hierarchical models of pain: Inference, information-seeking, and adaptive control","Seymour B, Mancini F.","Neuroimage. 2020 Nov 15;222:117212. doi: 10.1016/j.neuroimage.2020.117212. Epub 2020 Jul 30.","Seymour B","Neuroimage","2020","2020/08/03","","","10.1016/j.neuroimage.2020.117212"
"32460938","Encultured minds, not error reduction minds","Mirski R, Bickhard MH, Eck D, Gut A.","Behav Brain Sci. 2020 May 28;43:e109. doi: 10.1017/S0140525X19002826.","Mirski R","Behav Brain Sci","2020","2020/05/29","","","10.1017/S0140525X19002826"
"31824382","The Gravity of Objects: How Affectively Organized Generative Models Influence Perception and Social Behavior","Connolly P.","Front Psychol. 2019 Nov 21;10:2599. doi: 10.3389/fpsyg.2019.02599. eCollection 2019.","Connolly P","Front Psychol","2019","2019/12/12","PMC6881275","","10.3389/fpsyg.2019.02599"
"33501036","Simulating Active Inference Processes by Message Passing","van de Laar TW, de Vries B.","Front Robot AI. 2019 Mar 28;6:20. doi: 10.3389/frobt.2019.00020. eCollection 2019.","van de Laar TW","Front Robot AI","2019","2021/01/27","PMC7805795","","10.3389/frobt.2019.00020"
"32712058","Curious Inferences: Reply to Sun and Firestone on the Dark Room Problem","Seth AK, Millidge B, Buckley CL, Tschantz A.","Trends Cogn Sci. 2020 Sep;24(9):681-683. doi: 10.1016/j.tics.2020.05.011. Epub 2020 Jul 22.","Seth AK","Trends Cogn Sci","2020","2020/07/27","","","10.1016/j.tics.2020.05.011"
"32818063","How mood tunes prediction: a neurophenomenological account of mood and its disturbance in major depression","Kiverstein J, Miller M, Rietveld E.","Neurosci Conscious. 2020 Jun 2;2020(1):niaa003. doi: 10.1093/nc/niaa003. eCollection 2020.","Kiverstein J","Neurosci Conscious","2020","2020/08/21","PMC7425816","","10.1093/nc/niaa003"
"35069367","Instability and Uncertainty Are Critical for Psychotherapy: How the Therapeutic Alliance Opens Us Up","Connolly P.","Front Psychol. 2022 Jan 7;12:784295. doi: 10.3389/fpsyg.2021.784295. eCollection 2021.","Connolly P","Front Psychol","2022","2022/01/24","PMC8777103","","10.3389/fpsyg.2021.784295"
"29887647","From cognitivism to autopoiesis: towards a computational framework for the embodied mind","Allen M, Friston KJ.","Synthese. 2018;195(6):2459-2482. doi: 10.1007/s11229-016-1288-5. Epub 2016 Dec 22.","Allen M","Synthese","2018","2018/06/12","PMC5972168","","10.1007/s11229-016-1288-5"
"32831534","A tale of two densities: active inference is enactive inference","Ramstead MJ, Kirchhoff MD, Friston KJ.","Adapt Behav. 2020 Aug;28(4):225-239. Epub 2019 Jul 21.","Ramstead MJ","Adapt Behav","2020","2020/08/25","PMC7418871","",""
"37113127","Functional contextual implementation of an evolutionary, entropy-based, and embodied free energy framework: Utilizing Lagrangian mechanics and evolutionary game theory's truth vs. fitness test of the veridicality of phenomenological experience","Edwards DJ.","Front Psychol. 2023 Apr 11;14:1150743. doi: 10.3389/fpsyg.2023.1150743. eCollection 2023.","Edwards DJ","Front Psychol","2023","2023/04/28","PMC10126492","","10.3389/fpsyg.2023.1150743"
"31142395","Thinking through other minds: A variational approach to cognition and culture","Veissière SPL, Constant A, Ramstead MJD, Friston KJ, Kirmayer LJ.","Behav Brain Sci. 2019 May 30;43:e90. doi: 10.1017/S0140525X19001213.","Veissière SPL","Behav Brain Sci","2019","2019/05/31","","","10.1017/S0140525X19001213"
"34682030","Dynamic Expectation Maximization Algorithm for Estimation of Linear Systems with Colored Noise","Anil Meera A, Wisse M.","Entropy (Basel). 2021 Oct 5;23(10):1306. doi: 10.3390/e23101306.","Anil Meera A","Entropy (Basel)","2021","2021/10/23","PMC8534782","","10.3390/e23101306"
"31607878","Lessons From Astronomy and Biology for the Mind-Copernican Revolution in Neuroscience","Northoff G.","Front Hum Neurosci. 2019 Sep 19;13:319. doi: 10.3389/fnhum.2019.00319. eCollection 2019.","Northoff G","Front Hum Neurosci","2019","2019/10/15","PMC6761250","","10.3389/fnhum.2019.00319"
"32433704","Exploring disturbance as a force for good in motor learning","Brookes J, Mushtaq F, Jamieson E, Fath AJ, Bingham G, Culmer P, Wilkie RM, Mon-Williams M.","PLoS One. 2020 May 20;15(5):e0224055. doi: 10.1371/journal.pone.0224055. eCollection 2020.","Brookes J","PLoS One","2020","2020/05/21","PMC7239483","","10.1371/journal.pone.0224055"
"33266776","From Learning to Consciousness: An Example Using Expected Float Entropy Minimisation","Mason JWD.","Entropy (Basel). 2019 Jan 13;21(1):60. doi: 10.3390/e21010060.","Mason JWD","Entropy (Basel)","2019","2020/12/03","PMC7514169","","10.3390/e21010060"
"32385232","Abstract representations of events arise from mental errors in learning and memory","Lynn CW, Kahn AE, Nyema N, Bassett DS.","Nat Commun. 2020 May 8;11(1):2313. doi: 10.1038/s41467-020-15146-7.","Lynn CW","Nat Commun","2020","2020/05/10","PMC7210268","","10.1038/s41467-020-15146-7"
"33505336","Compassion As an Intervention to Attune to Universal Suffering of Self and Others in Conflicts: A Translational Framework","Ho SS, Nakamura Y, Swain JE.","Front Psychol. 2021 Jan 11;11:603385. doi: 10.3389/fpsyg.2020.603385. eCollection 2020.","Ho SS","Front Psychol","2021","2021/01/28","PMC7829669","","10.3389/fpsyg.2020.603385"
"36946528","Active Inference, Epistemic Value, and Uncertainty in Conceptual Disorganization in First-Episode Schizophrenia","Limongi R, Silva AM, Mackinley M, Ford SD, Palaniyappan L.","Schizophr Bull. 2023 Mar 22;49(Suppl_2):S115-S124. doi: 10.1093/schbul/sbac125.","Limongi R","Schizophr Bull","2023","2023/03/22","PMC10031740","","10.1093/schbul/sbac125"
"34819563","Active strategies for multisensory conflict suppression in the virtual hand illusion","Lanillos P, Franklin S, Maselli A, Franklin DW.","Sci Rep. 2021 Nov 24;11(1):22844. doi: 10.1038/s41598-021-02200-7.","Lanillos P","Sci Rep","2021","2021/11/25","PMC8613215","","10.1038/s41598-021-02200-7"
"37703703","Path integrals, particular kinds, and strange things","Friston K, Da Costa L, Sakthivadivel DAR, Heins C, Pavliotis GA, Ramstead M, Parr T.","Phys Life Rev. 2023 Aug 29;47:35-62. doi: 10.1016/j.plrev.2023.08.016. Online ahead of print.","Friston K","Phys Life Rev","2023","2023/09/13","","","10.1016/j.plrev.2023.08.016"
"35597682","[Conspiracy theories and COVID-19: How do conspiracy beliefs arise?]","Bottemanne H.","Encephale. 2022 Oct;48(5):571-582. doi: 10.1016/j.encep.2021.12.005. Epub 2022 Feb 7.","Bottemanne H","Encephale","2022","2022/05/21","PMC8818386","","10.1016/j.encep.2021.12.005"
"35250743","Osteopathic Care as (En)active Inference: A Theoretical Framework for Developing an Integrative Hypothesis in Osteopathy","Esteves JE, Cerritelli F, Kim J, Friston KJ.","Front Psychol. 2022 Feb 18;13:812926. doi: 10.3389/fpsyg.2022.812926. eCollection 2022.","Esteves JE","Front Psychol","2022","2022/03/07","PMC8894811","","10.3389/fpsyg.2022.812926"
"23436989","Modelling trial-by-trial changes in the mismatch negativity","Lieder F, Daunizeau J, Garrido MI, Friston KJ, Stephan KE.","PLoS Comput Biol. 2013;9(2):e1002911. doi: 10.1371/journal.pcbi.1002911. Epub 2013 Feb 21.","Lieder F","PLoS Comput Biol","2013","2013/02/26","PMC3578779","","10.1371/journal.pcbi.1002911"
"33335499","A Hybrid Human-Neurorobotics Approach to Primary Intersubjectivity via Active Inference","Chame HF, Ahmadi A, Tani J.","Front Psychol. 2020 Dec 1;11:584869. doi: 10.3389/fpsyg.2020.584869. eCollection 2020.","Chame HF","Front Psychol","2020","2020/12/18","PMC7736637","","10.3389/fpsyg.2020.584869"
"35923916","Brain-Inspired Affective Empathy Computational Model and Its Application on Altruistic Rescue Task","Feng H, Zeng Y, Lu E.","Front Comput Neurosci. 2022 Jul 18;16:784967. doi: 10.3389/fncom.2022.784967. eCollection 2022.","Feng H","Front Comput Neurosci","2022","2022/08/04","PMC9341284","","10.3389/fncom.2022.784967"
"31976898","A Multimodal Saliency Model for Videos with High Audio-Visual Correspondence","Min X, Zhai G, Zhou J, Zhang XP, Yang X, Guan X.","IEEE Trans Image Process. 2020 Jan 17. doi: 10.1109/TIP.2020.2966082. Online ahead of print.","Min X","IEEE Trans Image Process","2020","2020/01/25","","","10.1109/TIP.2020.2966082"
"34945871","On Epistemics in Expected Free Energy for Linear Gaussian State Space Models","Koudahl MT, Kouw WM, de Vries B.","Entropy (Basel). 2021 Nov 24;23(12):1565. doi: 10.3390/e23121565.","Koudahl MT","Entropy (Basel)","2021","2021/12/24","PMC8700494","","10.3390/e23121565"
"37379731","The many faces of action: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti, Pezzulo, and Tessari","Friston K.","Phys Life Rev. 2023 Sep;46:125-128. doi: 10.1016/j.plrev.2023.06.007. Epub 2023 Jun 19.","Friston K","Phys Life Rev","2023","2023/06/28","","","10.1016/j.plrev.2023.06.007"
"25462794","A computational analysis of the neural bases of Bayesian inference","Kolossa A, Kopp B, Fingscheidt T.","Neuroimage. 2015 Feb 1;106:222-37. doi: 10.1016/j.neuroimage.2014.11.007. Epub 2014 Nov 8.","Kolossa A","Neuroimage","2015","2014/12/03","","","10.1016/j.neuroimage.2014.11.007"
"20958797","What is simulated in the action observation network when we observe actions?","Neal A, Kilner JM.","Eur J Neurosci. 2010 Nov;32(10):1765-70. doi: 10.1111/j.1460-9568.2010.07435.x. Epub 2010 Oct 19.","Neal A","Eur J Neurosci","2010","2010/10/21","PMC3389780","UKMS49027","10.1111/j.1460-9568.2010.07435.x"
"30214404","Expanding the Active Inference Landscape: More Intrinsic Motivations in the Perception-Action Loop","Biehl M, Guckelsberger C, Salge C, Smith SC, Polani D.","Front Neurorobot. 2018 Aug 30;12:45. doi: 10.3389/fnbot.2018.00045. eCollection 2018.","Biehl M","Front Neurorobot","2018","2018/09/15","PMC6125413","","10.3389/fnbot.2018.00045"
"31413788","Somatic multicellularity as a satisficing solution to the prediction-error minimization problem","Fields C, Levin M.","Commun Integr Biol. 2019 Jul 28;12(1):119-132. doi: 10.1080/19420889.2019.1643666. eCollection 2019.","Fields C","Commun Integr Biol","2019","2019/08/16","PMC6682261","","10.1080/19420889.2019.1643666"
"36246500","Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition","Safron A, Çatal O, Verbelen T.","Front Syst Neurosci. 2022 Sep 30;16:787659. doi: 10.3389/fnsys.2022.787659. eCollection 2022.","Safron A","Front Syst Neurosci","2022","2022/10/17","PMC9563348","","10.3389/fnsys.2022.787659"
"32460942","TTOM in action: Refining the variational approach to cognition and culture","Veissière SPL, Constant A, Ramstead MJD, Friston KJ, Kirmayer LJ.","Behav Brain Sci. 2020 May 28;43:e120. doi: 10.1017/S0140525X20000011.","Veissière SPL","Behav Brain Sci","2020","2020/05/29","","","10.1017/S0140525X20000011"
"34573780","Future-Proofing Startups: Stress Management Principles Based on Adaptive Calibration Model and Active Inference Theory","Fox S.","Entropy (Basel). 2021 Sep 2;23(9):1155. doi: 10.3390/e23091155.","Fox S","Entropy (Basel)","2021","2021/09/28","PMC8468633","","10.3390/e23091155"
"30082215","Active Inference in OpenAI Gym: A Paradigm for Computational Investigations Into Psychiatric Illness","Cullen M, Davey B, Friston KJ, Moran RJ.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2018 Sep;3(9):809-818. doi: 10.1016/j.bpsc.2018.06.010. Epub 2018 Jul 10.","Cullen M","Biol Psychiatry Cogn Neurosci Neuroimaging","2018","2018/08/08","","","10.1016/j.bpsc.2018.06.010"
"36172749","The empire strikes back: Some responses to Bruineberg and colleagues","Ramstead MJD.","Behav Brain Sci. 2022 Sep 29;45:e205. doi: 10.1017/S0140525X22000139.","Ramstead MJD","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000139"
"32198514","Confidence in Decision-Making during Probabilistic Tactile Learning Related to Distinct Thalamo-Prefrontal Pathways","Wang BA, Pleger B.","Cereb Cortex. 2020 Jun 30;30(8):4677-4688. doi: 10.1093/cercor/bhaa073.","Wang BA","Cereb Cortex","2020","2020/03/22","","","10.1093/cercor/bhaa073"
"35636164","Branching time active inference: Empirical study and complexity class analysis","Champion T, Bowman H, Grześ M.","Neural Netw. 2022 Aug;152:450-466. doi: 10.1016/j.neunet.2022.05.010. Epub 2022 May 20.","Champion T","Neural Netw","2022","2022/05/31","","","10.1016/j.neunet.2022.05.010"
"29331491","Investigating the relationship between cardiac interoception and autonomic cardiac control using a predictive coding framework","Owens AP, Friston KJ, Low DA, Mathias CJ, Critchley HD.","Auton Neurosci. 2018 Mar;210:65-71. doi: 10.1016/j.autneu.2018.01.001. Epub 2018 Jan 9.","Owens AP","Auton Neurosci","2018","2018/01/15","","","10.1016/j.autneu.2018.01.001"
"24137116","The embodied transcendental: a Kantian perspective on neurophenomenology","Khachouf OT, Poletti S, Pagnoni G.","Front Hum Neurosci. 2013 Sep 30;7:611. doi: 10.3389/fnhum.2013.00611. eCollection 2013.","Khachouf OT","Front Hum Neurosci","2013","2013/10/19","PMC3786226","","10.3389/fnhum.2013.00611"
"32410937","Noise Helps Optimization Escape From Saddle Points in the Synaptic Plasticity","Fang Y, Yu Z, Chen F.","Front Neurosci. 2020 Apr 29;14:343. doi: 10.3389/fnins.2020.00343. eCollection 2020.","Fang Y","Front Neurosci","2020","2020/05/16","PMC7201302","","10.3389/fnins.2020.00343"
"23469983","Time to get rid of the 'Modular' in neuropsychology: a unified theory of anosognosia as aberrant predictive coding","Fotopoulou A.","J Neuropsychol. 2014 Mar;8(1):1-19. doi: 10.1111/jnp.12010. Epub 2013 Mar 7.","Fotopoulou A","J Neuropsychol","2014","2013/03/09","","","10.1111/jnp.12010"
"35967689","Intersubjectivity as an antidote to stress: Using dyadic active inference model of intersubjectivity to predict the efficacy of parenting interventions in reducing stress-through the lens of dependent origination in Buddhist Madhyamaka philosophy","Ho SS, Nakamura Y, Gopang M, Swain JE.","Front Psychol. 2022 Jul 29;13:806755. doi: 10.3389/fpsyg.2022.806755. eCollection 2022.","Ho SS","Front Psychol","2022","2022/08/15","PMC9372294","","10.3389/fpsyg.2022.806755"
"31607993","Working With the Predictable Life of Patients: The Importance of ""Mentalizing Interoception"" to Meaningful Change in Psychotherapy","Duquette P, Ainley V.","Front Psychol. 2019 Sep 26;10:2173. doi: 10.3389/fpsyg.2019.02173. eCollection 2019.","Duquette P","Front Psychol","2019","2019/10/15","PMC6774393","","10.3389/fpsyg.2019.02173"
"34457352","Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference","Sandved-Smith L, Hesp C, Mattout J, Friston K, Lutz A, Ramstead MJD.","Neurosci Conscious. 2021 Aug 27;2021(2):niab018. doi: 10.1093/nc/niab018. eCollection 2021.","Sandved-Smith L","Neurosci Conscious","2021","2021/08/30","PMC8396119","","10.1093/nc/niab018"
"35221541","Dynamical systems as a level of cognitive analysis of multi-agent learning: Algorithmic foundations of temporal-difference learning dynamics","Barfuss W.","Neural Comput Appl. 2022;34(3):1653-1671. doi: 10.1007/s00521-021-06117-0. Epub 2021 Jun 23.","Barfuss W","Neural Comput Appl","2022","2022/02/28","PMC8827307","","10.1007/s00521-021-06117-0"
"34946007","Permutation Entropy as a Universal Disorder Criterion: How Disorders at Different Scale Levels Are Manifestations of the Same Underlying Principle","Goekoop R, de Kleijn R.","Entropy (Basel). 2021 Dec 20;23(12):1701. doi: 10.3390/e23121701.","Goekoop R","Entropy (Basel)","2021","2021/12/24","PMC8700347","","10.3390/e23121701"
"36172754","Practical implications from distinguishing between Pearl blankets and Friston blankets","Fox S.","Behav Brain Sci. 2022 Sep 29;45:e194. doi: 10.1017/S0140525X22000061.","Fox S","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000061"
"20369004","Predictive coding or evidence accumulation? False inference and neuronal fluctuations","Hesselmann G, Sadaghiani S, Friston KJ, Kleinschmidt A.","PLoS One. 2010 Mar 29;5(3):e9926. doi: 10.1371/journal.pone.0009926.","Hesselmann G","PLoS One","2010","2010/04/07","PMC2848028","","10.1371/journal.pone.0009926"
"32386153","No-Reference Image Quality Assessment: An Attention Driven Approach","Chen D, Wang Y, Gao W.","IEEE Trans Image Process. 2020 May 6. doi: 10.1109/TIP.2020.2990342. Online ahead of print.","Chen D","IEEE Trans Image Process","2020","2020/05/10","","","10.1109/TIP.2020.2990342"
