,title,authors,where_published,year,doi
619,Commentary: Injecting Instructions into Premotor Cortex,"Lebedev MA, Ossadtchi A.",Front Cell Neurosci,2018,10.3389/fncel.2018.00065
620,Unifying Theories of Psychedelic Drug Effects,Swanson LR.,Front Pharmacol,2018,10.3389/fphar.2018.00172
621,Perceived injustice in chronic pain: an examination through the lens of predictive processing,"Bissell DA, Ziadni MS, Sturgeon JA.",Pain Manag,2018,10.2217/pmt-2017-0051
622,How struggling adult readers use contextual information when comprehending speech: Evidence from event-related potentials,"Ng S, Payne BR, Stine-Morrow EAL, Federmeier KD.",Int J Psychophysiol,2018,10.1016/j.ijpsycho.2018.01.013
623,Visual Motion Prediction and Verbal False Memory Performance in Autistic Children,"Tewolde FG, Bishop DVM, Manning C.",Autism Res,2018,10.1002/aur.1915
624,Dynamic Interactions between Top-Down Expectations and Conscious Awareness,"Meijs EL, Slagter HA, de Lange FP, van Gaal S.",J Neurosci,2018,10.1523/JNEUROSCI.1952-17.2017
625,Hypernatural Monitoring: A Social Rehearsal Account of Smartphone Addiction,"Veissière SPL, Stendel M.",Front Psychol,2018,10.3389/fpsyg.2018.00141
626,Neural Integration of Stimulus History Underlies Prediction for Naturalistically Evolving Sequences,"Maniscalco B, Lee JL, Abry P, Lin A, Holroyd T, He BJ.",J Neurosci,2018,10.1523/JNEUROSCI.1779-17.2017
627,How can the depressed mind extract and remember predictive relationships of the environment? Evidence from implicit probabilistic sequence learning,"Janacsek K, Borbély-Ipkovich E, Nemeth D, Gonda X.",Prog Neuropsychopharmacol Biol Psychiatry,2018,10.1016/j.pnpbp.2017.09.021
628,Commentary: The Predictive Processing Paradigm Has Roots in Kant,Beni MD.,Front Syst Neurosci,2018,10.3389/fnsys.2017.00098
629,Predictive Processing and the Representation Wars,Williams D.,Minds Mach (Dordr),2018,10.1007/s11023-017-9441-6
630,Predictive processing and the representation wars: a victory for the eliminativist (via fictionalism),Downey A.,Synthese,2018,10.1007/s11229-017-1442-8
631,"Active inference, enactivism and the hermeneutics of social cognition","Gallagher S, Allen M.",Synthese,2018,10.1007/s11229-016-1269-8
632,From cognitivism to autopoiesis: towards a computational framework for the embodied mind,"Allen M, Friston KJ.",Synthese,2018,10.1007/s11229-016-1288-5
633,Got Rhythm? Better Inhibitory Control Is Linked with More Consistent Drumming and Enhanced Neural Tracking of the Musical Beat in Adult Percussionists and Nonpercussionists,"Slater J, Ashley R, Tierney A, Kraus N.",J Cogn Neurosci,2018,10.1162/jocn_a_01189
634,Neurons along the auditory pathway exhibit a hierarchical organization of prediction error,"Parras GG, Nieto-Diego J, Carbajal GV, Valdés-Baizabal C, Escera C, Malmierca MS.",Nat Commun,2017,10.1038/s41467-017-02038-6
635,"Commentary: Brain, Mind, World: Predictive Coding, Neo-Kantianism, and Transcendental Idealism",Piekarski M.,Front Psychol,2017,10.3389/fpsyg.2017.02077
636,Strategic adaptation to non-reward prediction error qualities and irreducible uncertainty in fMRI,"Kluger DS, Schubotz RI.",Cortex,2017,10.1016/j.cortex.2017.09.017
637,Foundations of anticipatory logic in biology and physics,"Bettinger JS, Eastman TE.",Prog Biophys Mol Biol,2017,10.1016/j.pbiomolbio.2017.09.009
638,Predictive Processing and the Varieties of Psychological Trauma,"Wilkinson S, Dodgson G, Meares K.",Front Psychol,2017,10.3389/fpsyg.2017.01840
639,Emotion in Action: A Predictive Processing Perspective and Theoretical Synthesis,Ridderinkhof KR.,Emot Rev,2017,10.1177/1754073916661765
640,Dynamics of EEG functional connectivity during statistical learning,"Tóth B, Janacsek K, Takács Á, Kóbor A, Zavecz Z, Nemeth D.",Neurobiol Learn Mem,2017,10.1016/j.nlm.2017.07.015
641,Distinct processing of ambiguous speech in people with non-clinical auditory verbal hallucinations,"Alderson-Day B, Lima CF, Evans S, Krishnan S, Shanmugalingam P, Fernyhough C, Scott SK.",Brain,2017,10.1093/brain/awx206
642,Predictive processing increases intelligibility of acoustically distorted speech: Behavioral and neural correlates,"Hakonen M, May PJC, Jääskeläinen IP, Jokinen E, Sams M, Tiitinen H.",Brain Behav,2017,10.1002/brb3.789
643,"Differential contributions to the interception of occluded ballistic trajectories by the temporoparietal junction, area hMT/V5+, and the intraparietal cortex","Delle Monache S, Lacquaniti F, Bosco G.",J Neurophysiol,2017,10.1152/jn.00068.2017
644,Evidence of absence: no relationship between behaviourally measured prediction error response and schizotypy,"Humpston CS, Evans LH, Teufel C, Ihssen N, Linden DEJ.",Cogn Neuropsychiatry,2017,10.1080/13546805.2017.1348289
645,Neurotypical subjective experience is caused by a hippocampal simulation,"Faw M, Faw B.",Wiley Interdiscip Rev Cogn Sci,2017,10.1002/wcs.1412
646,In and out of control: brain mechanisms linking fluency of action selection to self-agency in patients with schizophrenia,"Voss M, Chambon V, Wenke D, Kühn S, Haggard P.",Brain,2017,10.1093/brain/awx136
647,Associated Information Increases Subjective Perception of Duration,"Schweitzer R, Trapp S, Bar M.",Perception,2017,10.1177/0301006616689579
648,Internal mechanisms underlying anticipatory language processing: Evidence from event-related-potentials and neural oscillations,"Li X, Zhang Y, Xia J, Swaab TY.",Neuropsychologia,2017,10.1016/j.neuropsychologia.2017.05.017
649,Commentary: Getting into predictive processing's great guessing game: Bootstrap heaven or hell?,Piekarski M.,Front Psychol,2017,10.3389/fpsyg.2017.01244
650,Self unbound: ego dissolution in psychedelic experience,"Letheby C, Gerrans P.",Neurosci Conscious,2017,10.1093/nc/nix016
651,Predicting green: really radical (plant) predictive processing,"Calvo P, Friston K.",J R Soc Interface,2017,10.1098/rsif.2017.0096
652,Recovery of Online Sentence Processing in Aphasia: Eye Movement Changes Resulting From Treatment of Underlying Forms,"Mack JE, Thompson CK.",J Speech Lang Hear Res,2017,10.1044/2016_JSLHR-L-16-0108
653,"Spatial Attention, Motor Intention, and Bayesian Cue Predictability in the Human Brain","Kuhns AB, Dombert PL, Mengotti P, Fink GR, Vossel S.",J Neurosci,2017,10.1523/JNEUROSCI.3255-16.2017
654,"Predictive Processing, Source Monitoring, and Psychosis","Griffin JD, Fletcher PC.",Annu Rev Clin Psychol,2017,10.1146/annurev-clinpsy-032816-045145
655,Neural Correlates of Semantic Prediction and Resolution in Sentence Processing,"Grisoni L, Miller TM, Pulvermüller F.",J Neurosci,2017,10.1523/JNEUROSCI.2800-16.2017
656,Internally generated hippocampal sequences as a vantage point to probe future-oriented cognition,"Pezzulo G, Kemere C, van der Meer MAA.",Ann N Y Acad Sci,2017,10.1111/nyas.13329
657,"Bayesian approaches to autism: Towards volatility, action, and behavior","Palmer CJ, Lawson RP, Hohwy J.",Psychol Bull,2017,10.1037/bul0000097
658,Temporal and identity prediction in visual-auditory events: Electrophysiological evidence from stimulus omissions,"van Laarhoven T, Stekelenburg JJ, Vroomen J.",Brain Res,2017,10.1016/j.brainres.2017.02.014
659,Auditory Verbal Hallucinations and Inner Speech: A Predictive Processing Perspective,"Wilkinson S, Fernyhough C.",Before Consciousness: In Search of the Fundamentals of Mind,2017,
660,Spectral-temporal EEG dynamics of speech discrimination processing in infants during sleep,"Gilley PM, Uhler K, Watson K, Yoshinaga-Itano C.",BMC Neurosci,2017,10.1186/s12868-017-0353-4
661,Decreasing predictability of visual motion enhances feed-forward processing in visual cortex when stimuli are behaviorally relevant,"Kellermann T, Scholle R, Schneider F, Habel U.",Brain Struct Funct,2017,10.1007/s00429-016-1251-8
662,"To be precise, the details don't matter: On predictive processing, precision, and level of detail of predictions","Kwisthout J, Bekkering H, van Rooij I.",Brain Cogn,2017,10.1016/j.bandc.2016.02.008
663,Predictive processing simplified: The infotropic machine,Thornton C.,Brain Cogn,2017,10.1016/j.bandc.2016.03.004
664,Explanatory pluralism: An unrewarding prediction error for free energy theorists,"Colombo M, Wright C.",Brain Cogn,2017,10.1016/j.bandc.2016.02.003
665,The role of interoceptive inference in theory of mind,"Ondobaka S, Kilner J, Friston K.",Brain Cogn,2017,10.1016/j.bandc.2015.08.002
666,Visual form predictions facilitate auditory processing at the N1,"Paris T, Kim J, Davis C.",Neuroscience,2017,10.1016/j.neuroscience.2016.09.023
667,Brain mechanisms in religion and spirituality: An integrative predictive processing framework,"van Elk M, Aleman A.",Neurosci Biobehav Rev,2017,10.1016/j.neubiorev.2016.12.031
668,Tuning in to art: A predictive processing account of negative emotion in art,"Van de Cruys S, Chamberlain R, Wagemans J.",Behav Brain Sci,2017,10.1017/S0140525X17001868
669,Beyond Autism: Introducing the Dialectical Misattunement Hypothesis and a Bayesian Account of Intersubjectivity,"Bolis D, Balsters J, Wenderoth N, Becchio C, Schilbach L.",Psychopathology,2017,10.1159/000484353
670,3Mo: A Model for Music-Based Biofeedback,"Maes PJ, Buhmann J, Leman M.",Front Neurosci,2016,10.3389/fnins.2016.00548
671,Looking for a Location: Dissociated Effects of Event-Related Plausibility and Verb-Argument Information on Predictive Processing in Aphasia,"Hayes RA, Dickey MW, Warren T.",Am J Speech Lang Pathol,2016,10.1044/2016_AJSLP-15-0145
672,Active interoceptive inference and the emotional brain,"Seth AK, Friston KJ.",Philos Trans R Soc Lond B Biol Sci,2016,10.1098/rstb.2016.0007
673,Computational Models of Auditory Scene Analysis: A Review,"Szabó BT, Denham SL, Winkler I.",Front Neurosci,2016,10.3389/fnins.2016.00524
674,More than a mere sequence: predictive processing of wh-dependencies in early bilinguals,Kljajevic V.,Transl Neurosci,2016,10.1515/tnsci-2016-0019
675,"""If You Have to Ask, You'll Never Know"": Effects of Specialised Stylistic Expertise on Predictive Processing of Music","Hansen NC, Vuust P, Pearce M.",PLoS One,2016,10.1371/journal.pone.0163584
676,The Predictive Processing Paradigm Has Roots in Kant,Swanson LR.,Front Syst Neurosci,2016,10.3389/fnsys.2016.00079
677,"Rapid Release From Listening Effort Resulting From Semantic Context, and Effects of Spectral Degradation and Cochlear Implants",Winn MB.,Trends Hear,2016,10.1177/2331216516669723
678,Transitional Probabilities Are Prioritized over Stimulus/Pattern Probabilities in Auditory Deviance Detection: Memory Basis for Predictive Sound Processing,"Mittag M, Takegata R, Winkler I.",J Neurosci,2016,10.1523/JNEUROSCI.1041-16.2016
679,Reduced Neural Recruitment for Bayesian Adjustment of Inhibitory Control in Methamphetamine Dependence,"Harlé KM, Zhang S, Ma N, Yu AJ, Paulus MP.",Biol Psychiatry Cogn Neurosci Neuroimaging,2016,10.1016/j.bpsc.2016.06.008
680,"Semantic Processing in Deaf and Hard-of-Hearing Children: Large N400 Mismatch Effects in Brain Responses, Despite Poor Semantic Ability","Kallioinen P, Olofsson J, Nakeva von Mentzer C, Lindgren M, Ors M, Sahlén BS, Lyxell B, Engström E, Uhlén I.",Front Psychol,2016,10.3389/fpsyg.2016.01146
681,Internal modeling of upcoming speech: A causal role of the right posterior cerebellum in non-motor aspects of language production,"Runnqvist E, Bonnard M, Gauvin HS, Attarian S, Trébuchon A, Hartsuiker RJ, Alario FX.",Cortex,2016,10.1016/j.cortex.2016.05.008
682,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention,"Ramstead MJ, Veissière SP, Kirmayer LJ.",Front Psychol,2016,10.3389/fpsyg.2016.01090
683,Probabilistic Models and Generative Neural Networks: Towards an Unified Framework for Modeling Normal and Impaired Neurocognitive Functions,"Testolin A, Zorzi M.",Front Comput Neurosci,2016,10.3389/fncom.2016.00073
684,Atypical Brain Mechanisms of Prediction According to Uncertainty in Autism,"Thillay A, Lemaire M, Roux S, Houy-Durand E, Barthélémy C, Knight RT, Bidet-Caulet A, Bonnet-Brilhault F.",Front Neurosci,2016,10.3389/fnins.2016.00317
685,Visual mismatch negativity (vMMN): A review and meta-analysis of studies in psychiatric and neurological disorders,"Kremláček J, Kreegipuu K, Tales A, Astikainen P, Põldver N, Näätänen R, Stefanics G.",Cortex,2016,10.1016/j.cortex.2016.03.017
686,Sensory suppression of brain responses to self-generated sounds is observed with and without the perception of agency,"Timm J, Schönwiesner M, Schröger E, SanMiguel I.",Cortex,2016,10.1016/j.cortex.2016.03.018
687,Predictive Technologies: Can Smart Tools Augment the Brain's Predictive Abilities?,"Pezzulo G, D'Ausilio A, Gaggioli A.",Front Neurosci,2016,10.3389/fnins.2016.00186
688,The Yin and the Yang of Prediction: An fMRI Study of Semantic Predictive Processing,"Weber K, Lau EF, Stillerman B, Kuperberg GR.",PLoS One,2016,10.1371/journal.pone.0148637
689,Sensorimotor Grounding of Musical Embodiment and the Role of Prediction: A Review,Maes PJ.,Front Psychol,2016,10.3389/fpsyg.2016.00308
690,Verbal Semantics Drives Early Anticipatory Eye Movements during the Comprehension of Verb-Initial Sentences,Sauppe S.,Front Psychol,2016,10.3389/fpsyg.2016.00095
691,"Auditory verbal hallucinations: Social, but how?","Alderson-Day B, Fernyhough C.",J Conscious Stud,2016,
692,Attention alters predictive processing,Clark A.,Behav Brain Sci,2016,10.1017/S0140525X15002472
693,"Infer yourself: Interoception and internal ""action"" in conscious selfhood",Seth AK.,Behav Brain Sci,2016,10.1017/S0140525X15002265
694,A Neuropsychological Approach to Auditory Verbal Hallucinations and Thought Insertion - Grounded in Normal Voice Perception,Badcock JC.,Rev Philos Psychol,2016,10.1007/s13164-015-0270-3
695,"What gets passed in ""Chunk-and-Pass"" processing? A predictive processing solution to the Now-or-Never bottleneck",Wilkinson S.,Behav Brain Sci,2016,10.1017/S0140525X15000941
696,Where are the cookies? Two- and three-year-olds use number-marked verbs to anticipate upcoming nouns,"Lukyanenko C, Fisher C.",Cognition,2016,10.1016/j.cognition.2015.10.012
697,Detecting the unexpected,"Khouri L, Nelken I.",Curr Opin Neurobiol,2015,10.1016/j.conb.2015.08.003
698,Noise occlusion in discrete tone sequences as a tool towards auditory predictive processing?,"Bendixen A, Duwe S, Reiche M.",Brain Res,2015,10.1016/j.brainres.2015.06.045
699,Paying attention to MMN in schizophrenia,"Damaso KA, Michie PT, Todd J.",Brain Res,2015,10.1016/j.brainres.2015.06.031
700,Predictive processing of pitch trends in newborn infants,"Háden GP, Németh R, Török M, Winkler I.",Brain Res,2015,10.1016/j.brainres.2015.02.048
701,"The felt presence of other minds: Predictive processing, counterfactual predictions, and mentalising in autism","Palmer CJ, Seth AK, Hohwy J.",Conscious Cogn,2015,10.1016/j.concog.2015.04.007
702,Sustained attention and prediction: distinct brain maturation trajectories during adolescence,"Thillay A, Roux S, Gissot V, Carteau-Martin I, Knight RT, Bonnet-Brilhault F, Bidet-Caulet A.",Front Hum Neurosci,2015,10.3389/fnhum.2015.00519
703,Prior expectations facilitate metacognition for perceptual decision,"Sherman MT, Seth AK, Barrett AB, Kanai R.",Conscious Cogn,2015,10.1016/j.concog.2015.04.015
704,Graded expectations: Predictive processing and the adjustment of expectations during spoken language comprehension,"Boudewyn MA, Long DL, Swaab TY.",Cogn Affect Behav Neurosci,2015,10.3758/s13415-015-0340-0
705,Elementary sensory deficits in schizophrenia indexed by impaired visual mismatch negativity,"Farkas K, Stefanics G, Marosi C, Csukly G.",Schizophr Res,2015,10.1016/j.schres.2015.05.011
706,Time for prediction? The effect of presentation rate on predictive sentence comprehension during word-by-word reading,"Wlotko EW, Federmeier KD.",Cortex,2015,10.1016/j.cortex.2015.03.014
707,Reversing expectations during discourse comprehension,"Xiang M, Kuperberg G.",Lang Cogn Neurosci,2015,10.1080/23273798.2014.995679
708,Animacy-based predictions in language comprehension are robust: contextual cues modulate but do not nullify them,"Muralikrishnan R, Schlesewsky M, Bornkessel-Schlesewsky I.",Brain Res,2015,10.1016/j.brainres.2014.11.046
709,"Cerebral hierarchies: predictive processing, precision and the pulvinar","Kanai R, Komura Y, Shipp S, Friston K.",Philos Trans R Soc Lond B Biol Sci,2015,10.1098/rstb.2014.0169
710,"On the functions, mechanisms, and malfunctions of intracortical contextual modulation","Phillips WA, Clark A, Silverstein SM.",Neurosci Biobehav Rev,2015,10.1016/j.neubiorev.2015.02.010
711,Consensus paper: the role of the cerebellum in perceptual processes,"Baumann O, Borra RJ, Bower JM, Cullen KE, Habas C, Ivry RB, Leggio M, Mattingley JB, Molinari M, Moulton EA, Paulin MG, Pavlova MA, Schmahmann JD, Sokolov AA.",Cerebellum,2015,10.1007/s12311-014-0627-7
712,TMS over V5 disrupts motion prediction,"Vetter P, Grosbras MH, Muckli L.",Cereb Cortex,2015,10.1093/cercor/bht297
713,Context sensitivity in action decreases along the autism spectrum: a predictive processing perspective,"Palmer CJ, Paton B, Kirkovski M, Enticott PG, Hohwy J.",Proc Biol Sci,2015,10.1098/rspb.2014.1557
714,Predictive processing of novel compounds: evidence from Japanese,"Hirose Y, Mazuka R.",Cognition,2015,10.1016/j.cognition.2014.11.033
715,How Kinesthetic Motor Imagery works: a predictive-processing theory of visualization in sports and motor expertise,"Ridderinkhof KR, Brass M.",J Physiol Paris,2015,10.1016/j.jphysparis.2015.02.003
716,Cerebellar sequencing: a trick for predicting the future,"Leggio M, Molinari M.",Cerebellum,2015,10.1007/s12311-014-0616-x
717,Forward models and passive psychotic symptoms,Wilkinson S.,Front Hum Neurosci,2015,10.3389/fnhum.2015.00022
718,Expectations accelerate entry of visual stimuli into awareness,"Pinto Y, van Gaal S, de Lange FP, Lamme VA, Seth AK.",J Vis,2015,10.1167/15.8.13
719,"Presence, objecthood, and the phenomenology of predictive perception",Seth AK.,Cogn Neurosci,2015,10.1080/17588928.2015.1026888
720,Accounting for the phenomenology and varieties of auditory verbal hallucination within a predictive processing framework,Wilkinson S.,Conscious Cogn,2014,10.1016/j.concog.2014.09.002
721,ERP Indices of Stimulus Prediction in Letter Sequences,"Kaan E, Carlisle E.",Brain Sci,2014,10.3390/brainsci4040509
722,Neurocognitive mechanisms of perception-action coordination: a review and theoretical integration,Ridderinkhof KR.,Neurosci Biobehav Rev,2014,10.1016/j.neubiorev.2014.05.008
723,"Tickle me, I think I might be dreaming! Sensory attenuation, self-other distinction, and predictive processing in lucid dreams","Windt JM, Harkness DL, Lenggenhager B.",Front Hum Neurosci,2014,10.3389/fnhum.2014.00717
724,Counter-factual mathematics of counterfactual predictive models,"Otworowska M, Kwisthout J, van Rooij I.",Front Psychol,2014,10.3389/fpsyg.2014.00801
725,Uncertainty in visual and auditory series is coded by modality-general and modality-specific neural systems,"Nastase S, Iacovella V, Hasson U.",Hum Brain Mapp,2014,10.1002/hbm.22238
726,Predictability effects in auditory scene analysis: a review,Bendixen A.,Front Neurosci,2014,10.3389/fnins.2014.00060
727,"Predictive processing, perceptual presence, and sensorimotor theory","O'Regan JK, Degenaar J.",Cogn Neurosci,2014,10.1080/17588928.2014.907256
728,Steps toward an enactive account of synesthesia,Froese T.,Cogn Neurosci,2014,10.1080/17588928.2014.905521
729,"Elusive phenomenology, counterfactual awareness, and presence without mastery",Hohwy J.,Cogn Neurosci,2014,10.1080/17588928.2014.906399
730,"The nature and role of cortical feedback in perception, imagery, and synesthesia","Gotts SJ, Martin A.",Cogn Neurosci,2014,10.1080/17588928.2014.905518
731,A predictive processing theory of sensorimotor contingencies: Explaining the puzzle of perceptual presence and its absence in synesthesia,Seth AK.,Cogn Neurosci,2014,10.1080/17588928.2013.877880
732,Attention sharpens the distinction between expected and unexpected percepts in the visual brain,"Jiang J, Summerfield C, Egner T.",J Neurosci,2013,10.1523/JNEUROSCI.3308-13.2013
733,"I know what is missing here: electrophysiological prediction error signals elicited by omissions of predicted ""what"" but not ""when""","Sanmiguel I, Saupe K, Schröger E.",Front Hum Neurosci,2013,10.3389/fnhum.2013.00407
734,"Are we predictive engines? Perils, prospects, and the puzzle of the porous perceiver",Clark A.,Behav Brain Sci,2013,10.1017/s0140525x12002440
735,What else can brains do?,Sloman A.,Behav Brain Sci,2013,10.1017/S0140525X12002439
736,Personal narratives as the highest level of cognitive integration,"Hirsh JB, Mar RA, Peterson JB.",Behav Brain Sci,2013,10.1017/S0140525X12002269
737,"Interactively human: Sharing time, constructing materiality",Roepstorff A.,Behav Brain Sci,2013,10.1017/S0140525X12002427
738,Affect and non-uniform characteristics of predictive processing in musical behaviour,"Schaefer RS, Overy K, Nelson P.",Behav Brain Sci,2013,10.1017/S0140525X12002373
739,Action-oriented predictive processing and the neuroeconomics of sub-cognitive reward,Ross D.,Behav Brain Sci,2013,10.1017/S0140525X12002166
740,"God, the devil, and the details: Fleshing out the predictive processing framework","Rasmussen D, Eliasmith C.",Behav Brain Sci,2013,10.1017/S0140525X12002154
741,Extending predictive processing to the body: emotion as interoceptive inference,"Seth AK, Critchley HD.",Behav Brain Sci,2013,10.1017/S0140525X12002270
742,Repetition suppression for speech processing in the associative occipital and parietal cortex of congenitally blind adults,"Arnaud L, Sato M, Ménard L, Gracco VL.",PLoS One,2013,10.1371/journal.pone.0064553
743,Neural mechanisms of rapid sensitivity to syntactic anomaly,"Kim AE, Gilley PM.",Front Psychol,2013,10.3389/fpsyg.2013.00045
744,"Planning, prospective memory, and decision-making: three challenges for hierarchical predictive processing models",Basso D.,Front Psychol,2013,10.3389/fpsyg.2012.00623
745,The N1-suppression effect for self-initiated sounds is independent of attention,"Timm J, SanMiguel I, Saupe K, Schröger E.",BMC Neurosci,2013,10.1186/1471-2202-14-2
746,"Mechanisms of intentional binding and sensory attenuation: the role of temporal prediction, temporal control, identity prediction, and motor prediction","Hughes G, Desantis A, Waszak F.",Psychol Bull,2013,10.1037/a0028566
747,"Validated and predictive processing of gas chromatography-mass spectrometry based metabolomics data for large scale screening studies, diagnostics and metabolite pattern verification","Thysell E, Chorell E, Svensson MB, Jonsson P, Antti H.",Metabolites,2012,10.3390/metabo2040796
748,Dealing with Context through Action-Oriented Predictive Processing,"Kiverstein J, Rietveld E.",Front Psychol,2012,10.3389/fpsyg.2012.00421
749,Brain oscillations and predictive processing,"Yordanova J, Kolev V, Kirov R.",Front Psychol,2012,10.3389/fpsyg.2012.00416
750,Predictive physiological anticipation preceding seemingly unpredictable stimuli: a meta-analysis,"Mossbridge J, Tressoldi P, Utts J.",Front Psychol,2012,10.3389/fpsyg.2012.00390
751,Age-related changes in the impact of contextual strength on multiple aspects of sentence comprehension,"Wlotko EW, Federmeier KD.",Psychophysiology,2012,10.1111/j.1469-8986.2012.01366.x
752,Multistability in auditory stream segregation: a predictive coding view,"Winkler I, Denham S, Mill R, Bohm TM, Bendixen A.",Philos Trans R Soc Lond B Biol Sci,2012,10.1098/rstb.2011.0359
753,Early electrophysiological indicators for predictive processing in audition: a review,"Bendixen A, SanMiguel I, Schröger E.",Int J Psychophysiol,2012,10.1016/j.ijpsycho.2011.08.003
754,Age-related and individual differences in the use of prediction during language comprehension,"Federmeier KD, Kutas M, Schul R.",Brain Lang,2010,10.1016/j.bandl.2010.07.006
755,Predictive mechanisms in idiom comprehension,"Vespignani F, Canal P, Molinaro N, Fonda S, Cacciari C.",J Cogn Neurosci,2010,10.1162/jocn.2009.21293
756,"Prediction, cognition and the brain","Bubic A, von Cramon DY, Schubotz RI.",Front Hum Neurosci,2010,10.3389/fnhum.2010.00025
757,Modeling the auditory scene: predictive regularity representations and perceptual objects,"Winkler I, Denham SL, Nelken I.",Trends Cogn Sci,2009,10.1016/j.tics.2009.09.003
758,Extrapolative delay compensation through facilitating synapses and its relation to the flash-lag effect,"Lim H, Choe Y.",IEEE Trans Neural Netw,2008,10.1109/TNN.2008.2001002
759,New architecture for MPEG video streaming system with backward playback support,"Fu CH, Chan YL, Ip TP, Siu WC.",IEEE Trans Image Process,2007,10.1109/tip.2007.902330
760,A basis for generating expectancies for verbs from nouns,"McRae K, Hare M, Elman JL, Ferretti T.",Mem Cognit,2005,10.3758/bf03193221
761,Mental state inference using visual control parameters,"Oztop E, Wolpert D, Kawato M.",Brain Res Cogn Brain Res,2005,10.1016/j.cogbrainres.2004.08.004
762,Integration of syntactic and semantic information in predictive processing: cross-linguistic evidence from German and English,"Kamide Y, Scheepers C, Altmann GT.",J Psycholinguist Res,2003,10.1023/a:1021933015362
