,title,authors,where_published,year,doi
340,Be still my heart: Cardiac regulation as a mode of uncertainty reduction,"Corcoran AW, Macefield VG, Hohwy J.",Psychon Bull Rev,2021,10.3758/s13423-021-01888-y
341,Modeling the subjective perspective of consciousness and its role in the control of behaviours,"Rudrauf D, Sergeant-Perthuis G, Belli O, Tisserand Y, Serugendo GDM.",J Theor Biol,2022,10.1016/j.jtbi.2021.110957
342,Adaptive control of functional connectivity: dorsal and ventral limbic divisions regulate the dorsal and ventral neocortical networks,"Tucker DM, Luu P.",Cereb Cortex,2023,10.1093/cercor/bhad085
343,Cooperation and Social Rules Emerging From the Principle of Surprise Minimization,"Hartwig M, Peters A.",Front Psychol,2021,10.3389/fpsyg.2020.606174
344,Attenuated self-tickle sensation even under trajectory perturbation,"Van Doorn G, Paton B, Howell J, Hohwy J.",Conscious Cogn,2015,10.1016/j.concog.2015.06.016
345,Thinking through others' emotions: Incorporating the role of emotional state inference in thinking through other minds,"Smith R, Lane RD.",Behav Brain Sci,2020,10.1017/S0140525X19002644
346,Social Support and Cognition: A Systematic Review,"Costa-Cordella S, Arevalo-Romero C, Parada FJ, Rossi A.",Front Psychol,2021,10.3389/fpsyg.2021.637060
347,Dissociable effects of attention and expectation on perceptual sensitivity to action-outcomes,"George N, Mary Sunny M.",Conscious Cogn,2022,10.1016/j.concog.2022.103374
348,"Learning, planning, and control in a monolithic neural event inference architecture","Butz MV, Bilkey D, Humaidan D, Knott A, Otte S.",Neural Netw,2019,10.1016/j.neunet.2019.05.001
349,Integrated world modeling theory expanded: Implications for the future of consciousness,Safron A.,Front Comput Neurosci,2022,10.3389/fncom.2022.642397
350,Enacting Gender: An Enactive-Ecological Account of Gender and Its Fluidity,"Albarracin M, Poirier P.",Front Psychol,2022,10.3389/fpsyg.2022.772287
351,Neural tuning instantiates prior expectations in the human visual system,"Harrison WJ, Bays PM, Rideaux R.",Nat Commun,2023,10.1038/s41467-023-41027-w
352,The first prior: From co-embodiment to co-homeostasis in early life,"Ciaunica A, Constant A, Preissl H, Fotopoulou K.",Conscious Cogn,2021,10.1016/j.concog.2021.103117
353,Adversarial inference: predictive minds in the attention economy,Bruineberg J.,Neurosci Conscious,2023,10.1093/nc/niad019
354,Perceptions as hypotheses: saccades as experiments,"Friston K, Adams RA, Perrinet L, Breakspear M.",Front Psychol,2012,10.3389/fpsyg.2012.00151
355,The power of predictions: An emerging paradigm for psychological research,"Hutchinson JB, Barrett LF.",Curr Dir Psychol Sci,2019,10.1177/0963721419831992
356,Investigating how Explicit Contextual Cues Affect Predictive Sensorimotor Control in Autistic Adults,"Arthur T, Brosnan M, Harris D, Buckingham G, Wilson M, Williams G, Vine S.",J Autism Dev Disord,2022,10.1007/s10803-022-05718-5
357,The anticipating brain is not a scientist: the free-energy principle from an ecological-enactive perspective,"Bruineberg J, Kiverstein J, Rietveld E.",Synthese,2018,10.1007/s11229-016-1239-1
358,Depersonalization disorder as a systematic downregulation of interoceptive signals,"Saini F, Ponzo S, Silvestrin F, Fotopoulou A, David AS.",Sci Rep,2022,10.1038/s41598-022-22277-y
359,Metacognition as a Consequence of Competing Evolutionary Time Scales,"Kuchling F, Fields C, Levin M.",Entropy (Basel),2022,10.3390/e24050601
360,A Bayesian Account of Psychopathy: A Model of Lacks Remorse and Self-Aggrandizing,"Prosser A, Friston KJ, Bakker N, Parr T.",Comput Psychiatr,2018,10.1162/cpsy_a_00016
361,Computational Phenotyping in Psychiatry: A Worked Example,"Schwartenbeck P, Friston K.",eNeuro,2016,10.1523/ENEURO.0049-16.2016
362,Toward a Unified Sub-symbolic Computational Theory of Cognition,Butz MV.,Front Psychol,2016,10.3389/fpsyg.2016.00925
363,A predictive processing theory of sensorimotor contingencies: Explaining the puzzle of perceptual presence and its absence in synesthesia,Seth AK.,Cogn Neurosci,2014,10.1080/17588928.2013.877880
364,Can you tickle yourself if you swap bodies with someone else?,"Van Doorn G, Hohwy J, Symmons M.",Conscious Cogn,2014,10.1016/j.concog.2013.10.009
365,Nothing but a useful tool? (F)utility and the free-energy principle,Colombo M.,Behav Brain Sci,2022,10.1017/S0140525X22000346
366,Focus of attention modulates the heartbeat evoked potential,"Petzschner FH, Weber LA, Wellstein KV, Paolini G, Do CT, Stephan KE.",Neuroimage,2019,10.1016/j.neuroimage.2018.11.037
367,Revealing human sensitivity to a latent temporal structure of changes,"Marković D, Reiter AMF, Kiebel SJ.",Front Behav Neurosci,2022,10.3389/fnbeh.2022.962494
368,Instability and Uncertainty Are Critical for Psychotherapy: How the Therapeutic Alliance Opens Us Up,Connolly P.,Front Psychol,2022,10.3389/fpsyg.2021.784295
369,Divide et impera: subgoaling reduces the complexity of probabilistic inference and problem solving,"Maisto D, Donnarumma F, Pezzulo G.",J R Soc Interface,2015,10.1098/rsif.2014.1335
370,Commentary: Respiration-Entrained Brain Rhythms Are Global but Often Overlooked,"Corcoran AW, Pezzulo G, Hohwy J.",Front Syst Neurosci,2018,10.3389/fnsys.2018.00025
371,Minimal physicalism as a scale-free substrate for cognition and consciousness,"Fields C, Glazebrook JF, Levin M.",Neurosci Conscious,2021,10.1093/nc/niab013
372,From cognitivism to autopoiesis: towards a computational framework for the embodied mind,"Allen M, Friston KJ.",Synthese,2018,10.1007/s11229-016-1288-5
373,Tinkering with cognitive gadgets: Cultural evolutionary psychology meets active inference,"Badcock PB, Constant A, Ramstead MJD.",Behav Brain Sci,2019,10.1017/S0140525X19001018
374,Response to commentaries: From complexity to epistemic emotions,Friston K.,Cogn Neurosci,2015,10.1080/17588928.2015.1051524
375,Task-evoked pupillary responses track precision-weighted prediction errors and learning rate during interceptive visuomotor actions,"Harris DJ, Arthur T, Vine SJ, Liu J, Abd Rahman HR, Han F, Wilson MR.",Sci Rep,2022,10.1038/s41598-022-26544-w
376,The Discrete and Continuous Brain: From Decisions to Movement-And Back Again,"Parr T, Friston KJ.",Neural Comput,2018,10.1162/neco_a_01102
377,Cortical speech tracking is related to individual prediction tendencies,"Schubert J, Schmidt F, Gehmacher Q, Bresgen A, Weisz N.",Cereb Cortex,2023,10.1093/cercor/bhac528
378,Knowing when to stop: Aberrant precision and evidence accumulation in schizophrenia,"Limongi R, Bohaterewicz B, Nowicka M, Plewka A, Friston KJ.",Schizophr Res,2018,10.1016/j.schres.2017.12.018
379,Waving goodbye to contrast: self-generated hand movements attenuate visual sensitivity,"Vasser M, Vuillaume L, Cleeremans A, Aru J.",Neurosci Conscious,2019,10.1093/nc/niy013
380,Predictive eye movements are adjusted in a Bayes-optimal fashion in response to unexpectedly changing environmental probabilities,"Arthur T, Harris DJ.",Cortex,2021,10.1016/j.cortex.2021.09.017
381,Exploring disturbance as a force for good in motor learning,"Brookes J, Mushtaq F, Jamieson E, Fath AJ, Bingham G, Culmer P, Wilkie RM, Mon-Williams M.",PLoS One,2020,10.1371/journal.pone.0224055
382,Am I Self-Conscious? (Or Does Self-Organization Entail Self-Consciousness?),Friston K.,Front Psychol,2018,10.3389/fpsyg.2018.00579
383,"Presence, objecthood, and the phenomenology of predictive perception",Seth AK.,Cogn Neurosci,2015,10.1080/17588928.2015.1026888
384,Augmenting Human Selves Through Artificial Agents - Lessons From the Brain,"Northoff G, Fraser M, Griffiths J, Pinotsis DA, Panangaden P, Moran R, Friston K.",Front Comput Neurosci,2022,10.3389/fncom.2022.892354
385,Evidence for entropy maximisation in human free choice behaviour,"Rens N, Lancia GL, Eluchans M, Schwartenbeck P, Cunnington R, Pezzulo G.",Cognition,2023,10.1016/j.cognition.2022.105328
386,Embodied learning of a generative neural model for biological motion perception and inference,"Schrodt F, Layher G, Neumann H, Butz MV.",Front Comput Neurosci,2015,10.3389/fncom.2015.00079
387,Stochastic surprisal: An inferential measurement of free energy in neural networks,"Prabhushankar M, AlRegib G.",Front Neurosci,2023,10.3389/fnins.2023.926418
388,Imprecise action selection in substance use disorder: Evidence for active learning impairments when solving the explore-exploit dilemma,"Smith R, Schwartenbeck P, Stewart JL, Kuplicki R, Ekhtiari H, Paulus MP; Tulsa 1000 Investigators.",Drug Alcohol Depend,2020,10.1016/j.drugalcdep.2020.108208
389,Curious Inferences: Reply to Sun and Firestone on the Dark Room Problem,"Seth AK, Millidge B, Buckley CL, Tschantz A.",Trends Cogn Sci,2020,10.1016/j.tics.2020.05.011
390,The Problem of Meaning: The Free Energy Principle and Artificial Agency,"Kiverstein J, Kirchhoff MD, Froese T.",Front Neurorobot,2022,10.3389/fnbot.2022.844773
391,Mastering uncertainty: A predictive processing account of enjoying uncertain success in video game play,"Deterding S, Andersen MM, Kiverstein J, Miller M.",Front Psychol,2022,10.3389/fpsyg.2022.924953
392,"Commentary: A Computational Theory of Mindfulness Based Cognitive Therapy from the ""Bayesian Brain"" Perspective","Verdonk C, Trousselard M.",Front Psychiatry,2021,10.3389/fpsyt.2021.575150
393,"Osteopathy and Mental Health: An Embodied, Predictive, and Interoceptive Framework","Bohlen L, Shaw R, Cerritelli F, Esteves JE.",Front Psychol,2021,10.3389/fpsyg.2021.767005
394,The Dopaminergic Midbrain Encodes the Expected Certainty about Desired Outcomes,"Schwartenbeck P, FitzGerald TH, Mathys C, Dolan R, Friston K.",Cereb Cortex,2015,10.1093/cercor/bhu159
395,Human visual exploration reduces uncertainty about the sensed world,"Mirza MB, Adams RA, Mathys C, Friston KJ.",PLoS One,2018,10.1371/journal.pone.0190429
396,The Radically Embodied Conscious Cybernetic Bayesian Brain: From Free Energy to Free Will and Back Again,Safron A.,Entropy (Basel),2021,10.3390/e23060783
397,Seeing What You Feel: Affect Drives Visual Perception of Structurally Neutral Faces,"Siegel EH, Wormwood JB, Quigley KS, Barrett LF.",Psychol Sci,2018,10.1177/0956797617741718
398,Learning Intuitive Physics and One-Shot Imitation Using State-Action-Prediction Self-Organizing Maps,"Stetter M, Lang EW.",Comput Intell Neurosci,2021,10.1155/2021/5590445
399,Excitatory versus inhibitory feedback in Bayesian formulations of scene construction,"Abadi AK, Yahya K, Amini M, Friston K, Heinke D.",J R Soc Interface,2019,10.1098/rsif.2018.0344
400,Belief of agency changes dynamics in sensorimotor networks,"Buchholz VN, David N, Sengelmann M, Engel AK.",Sci Rep,2019,10.1038/s41598-018-37912-w
401,[Conspiracy theories and COVID-19: How do conspiracy beliefs arise?],Bottemanne H.,Encephale,2022,10.1016/j.encep.2021.12.005
402,Alterations of agency in hypnosis: A new predictive coding model,"Martin JR, Pacherie E.",Psychol Rev,2019,10.1037/rev0000134
403,A Predictive Processing Model of Perception and Action for Self-Other Distinction,"Kahl S, Kopp S.",Front Psychol,2018,10.3389/fpsyg.2018.02421
404,Piloting the Update: The Use of Therapeutic Relationship for Change - A Free Energy Account,"Hauke G, Lohr C.",Front Psychol,2022,10.3389/fpsyg.2022.842488
405,"Exploration, novelty, surprise, and free energy minimization","Schwartenbeck P, Fitzgerald T, Dolan RJ, Friston K.",Front Psychol,2013,10.3389/fpsyg.2013.00710
406,"Rethinking statistical learning as a continuous dynamic stochastic process, from the motor systems perspective","Vaskevich A, Torres EB.",Front Neurosci,2022,10.3389/fnins.2022.1033776
407,Why Depressed Mood is Adaptive: A Numerical Proof of Principle for an Evolutionary Systems Theory of Depression,"Constant A, Hesp C, Davey CG, Friston KJ, Badcock PB.",Comput Psychiatr,2021,10.5334/cpsy.70
408,Placebo and Nocebo Effects as Bayesian-Brain Phenomena: The Overlooked Role of Likelihood and Attention,"Pagnini F, Barbiani D, Cavalera C, Volpato E, Grosso F, Minazzi GA, Vailati Riboni F, Graziano F, Di Tella S, Manzoni GM, Silveri MC, Riva G, Phillips D.",Perspect Psychol Sci,2023,10.1177/17456916221141383
409,"Reaction Time ""Mismatch Costs"" Change with the Likelihood of Stimulus-Response Compatibility","Campbell MEJ, Sherwell CS, Cunnington R, Brown S, Breakspear M.",Psychon Bull Rev,2023,10.3758/s13423-022-02161-6
410,Clinical and computational speech measures are associated with social cognition in schizophrenia spectrum disorders,"Tang SX, Cong Y, Nikzad AH, Mehta A, Cho S, Hänsel K, Berretta S, Dhar AA, Kane JM, Malhotra AK.",Schizophr Res,2022,10.1016/j.schres.2022.06.012
411,A Bayesian Account of the Sensory-Motor Interactions Underlying Symptoms of Tourette Syndrome,"Rae CL, Critchley HD, Seth AK.",Front Psychiatry,2019,10.3389/fpsyt.2019.00029
412,Free-energy minimization in joint agent-environment systems: A niche construction perspective,"Bruineberg J, Rietveld E, Parr T, van Maanen L, Friston KJ.",J Theor Biol,2018,10.1016/j.jtbi.2018.07.002
413,Context-Dependent Risk Aversion: A Model-Based Approach,"Cuevas Rivera D, Ott F, Markovic D, Strobel A, Kiebel SJ.",Front Psychol,2018,10.3389/fpsyg.2018.02053
414,"The scaling of goals from cellular to anatomical homeostasis: an evolutionary simulation, experiment and analysis","Pio-Lopez L, Bischof J, LaPalme JV, Levin M.",Interface Focus,2023,10.1098/rsfs.2022.0072
415,Multivariate functional neuroimaging analyses reveal that strength-dependent face expectations are represented in higher-level face-identity areas,"Blank H, Alink A, Büchel C.",Commun Biol,2023,10.1038/s42003-023-04508-8
416,Machines That Feel and Think: The Role of Affective Feelings and Mental Action in (Artificial) General Intelligence,Deane G.,Artif Life,2022,10.1162/artl_a_00368
417,Knowing one's place: a free-energy approach to pattern regulation,"Friston K, Levin M, Sengupta B, Pezzulo G.",J R Soc Interface,2015,10.1098/rsif.2014.1383
418,Prediction-based neural mechanisms for shielding the self from existential threat,"Dor-Ziderman Y, Lutz A, Goldstein A.",Neuroimage,2019,10.1016/j.neuroimage.2019.116080
419,Inferring What to Do (And What Not to),Parr T.,Entropy (Basel),2020,10.3390/e22050536
420,Getting ahead: forward models and their place in cognitive architecture,"Pickering MJ, Clark A.",Trends Cogn Sci,2014,10.1016/j.tics.2014.05.006
421,"""Surprise"" and the Bayesian Brain: Implications for Psychotherapy Theory and Practice","Holmes J, Nolte T.",Front Psychol,2019,10.3389/fpsyg.2019.00592
422,Turn-Taking Mechanisms in Imitative Interaction: Robotic Social Interaction Based on the Free Energy Principle,"Wirkuttis N, Ohata W, Tani J.",Entropy (Basel),2023,10.3390/e25020263
423,Is the Free-Energy Principle a Formal Theory of Semantics? From Variational Density Dynamics to Neural and Phenotypic Representations,"Ramstead MJD, Friston KJ, Hipólito I.",Entropy (Basel),2020,10.3390/e22080889
424,Formalizing the Function of Anterior Insula in Rapid Adaptation,Bossaerts P.,Front Integr Neurosci,2018,10.3389/fnint.2018.00061
425,Allostatic Self-efficacy: A Metacognitive Theory of Dyshomeostasis-Induced Fatigue and Depression,"Stephan KE, Manjaly ZM, Mathys CD, Weber LA, Paliwal S, Gard T, Tittgemeyer M, Fleming SM, Haker H, Seth AK, Petzschner FH.",Front Hum Neurosci,2016,10.3389/fnhum.2016.00550
426,"Anticipatory and target related ""match/mismatch"" activities of the TPJ: Reply to comments on ""Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function""","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.015
427,A psychovisual quality metric in free-energy principle,"Zhai G, Wu X, Yang X, Lin W, Zhang W.",IEEE Trans Image Process,2012,10.1109/TIP.2011.2161092
428,Attention is withdrawn from the area of the visual field where the own hand is currently moving,"Laak KJ, Vasser M, Uibopuu OJ, Aru J.",Neurosci Conscious,2017,10.1093/nc/niw025
429,Interplay Between Conceptual Expectations and Movement Predictions Underlies Action Understanding,"Ondobaka S, de Lange FP, Wittmann M, Frith CD, Bekkering H.",Cereb Cortex,2015,10.1093/cercor/bhu056
430,The functional anatomy of attention: a DCM study,"Brown HR, Friston KJ.",Front Hum Neurosci,2013,10.3389/fnhum.2013.00784
431,Investigating the relationship between cardiac interoception and autonomic cardiac control using a predictive coding framework,"Owens AP, Friston KJ, Low DA, Mathias CJ, Critchley HD.",Auton Neurosci,2018,10.1016/j.autneu.2018.01.001
432,Why Harmless Sensations Might Hurt in Individuals with Chronic Pain: About Heightened Prediction and Perception of Pain in the Mind,"Hechler T, Endres D, Thorwart A.",Front Psychol,2016,10.3389/fpsyg.2016.01638
433,Apathy is associated with reduced precision of prior beliefs about action outcomes,"Hezemans FH, Wolpe N, Rowe JB.",J Exp Psychol Gen,2020,10.1037/xge0000739
434,Interoceptive accuracy moderates the response to a glucose load: a test of the predictive coding framework,"Young HA, Gaylor CM, de Kerckhove D, Watkins H, Benton D.",Proc Biol Sci,2019,10.1098/rspb.2019.0244
435,Brain Plasticity Mechanisms Underlying Motor Control Reorganization: Pilot Longitudinal Study on Post-Stroke Subjects,"Gandolla M, Niero L, Molteni F, Guanziroli E, Ward NS, Pedrocchi A.",Brain Sci,2021,10.3390/brainsci11030329
436,Music and literature: are there shared empathy and predictive mechanisms underlying their affective impact?,Omigie D.,Front Psychol,2015,10.3389/fpsyg.2015.01250
437,"A Computational Theory of Mindfulness Based Cognitive Therapy from the ""Bayesian Brain"" Perspective","Manjaly ZM, Iglesias S.",Front Psychiatry,2020,10.3389/fpsyt.2020.00404
438,Resurrecting Gaia: harnessing the Free Energy Principle to preserve life as we know it,"Montgomery C, Hipólito I.",Front Psychol,2023,10.3389/fpsyg.2023.1206963
439,"The Computational Boundary of a ""Self"": Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition",Levin M.,Front Psychol,2019,10.3389/fpsyg.2019.02688
440,Repeating patterns: Predictive processing suggests an aesthetic learning role of the basal ganglia in repetitive stereotyped behaviors,"Spee BTM, Sladky R, Fingerhut J, Laciny A, Kraus C, Carls-Diamante S, Brücke C, Pelowski M, Treven M.",Front Psychol,2022,10.3389/fpsyg.2022.930293
441,Aberrant effective connectivity is associated with positive symptoms in first-episode schizophrenia,"Dietz MJ, Zhou Y, Veddum L, Frith CD, Bliksted VF.",Neuroimage Clin,2020,10.1016/j.nicl.2020.102444
442,Getting to the heart of the matter: Does aberrant interoceptive processing contribute towards emotional eating?,"Young HA, Williams C, Pink AE, Freegard G, Owens A, Benton D.",PLoS One,2017,10.1371/journal.pone.0186312
443,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,"Safron A, Çatal O, Verbelen T.",Front Syst Neurosci,2022,10.3389/fnsys.2022.787659
444,Permutation Entropy as a Universal Disorder Criterion: How Disorders at Different Scale Levels Are Manifestations of the Same Underlying Principle,"Goekoop R, de Kleijn R.",Entropy (Basel),2021,10.3390/e23121701
445,Dynamic causal modelling of eye movements during pursuit: Confirming precision-encoding in V1 using MEG,"Adams RA, Bauer M, Pinotsis D, Friston KJ.",Neuroimage,2016,10.1016/j.neuroimage.2016.02.055
446,Is implicit Level-2 visual perspective-taking embodied? Spontaneous perceptual simulation of others' perspectives is not impaired by motor restriction,"Ward E, Ganis G, McDonough KL, Bach P.",Q J Exp Psychol (Hove),2022,10.1177/17470218221077102
447,Tracking the Influence of Predictive Cues on the Evaluation of Food Images: Volatility Enables Nudging,"Ounjai K, Suppaso L, Hohwy J, Lauwereyns J.",Front Psychol,2020,10.3389/fpsyg.2020.569078
448,Greater decision uncertainty characterizes a transdiagnostic patient sample during approach-avoidance conflict: a computational modelling approach,"Smith R, Kirlic N, Stewart JL, Touthang J, Kuplicki R, Khalsa SS, Feinstein J, Paulus MP, Aupperle RL.",J Psychiatry Neurosci,2021,10.1503/jpn.200032
449,"Unification of free energy minimization, spatiotemporal energy, and dimension reduction models of V1 organization: Postnatal learning on an antenatal scaffold","Wright JJ, Bourke PD.",Front Comput Neurosci,2022,10.3389/fncom.2022.869268
450,Multiscale Free Energy Analysis of Human Ecosystem Engineering,Fox S.,Entropy (Basel),2021,10.3390/e23040396
451,The Human Default Consciousness and Its Disruption: Insights From an EEG Study of Buddhist Jhāna Meditation,Dennison P.,Front Hum Neurosci,2019,10.3389/fnhum.2019.00178
452,"Individual differences in sensory and expectation driven interoceptive processes: a novel paradigm with implications for alexithymia, disordered eating and obesity","Young HA, Gaylor CM, de-Kerckhove D, Benton D.",Sci Rep,2021,10.1038/s41598-021-89417-8
453,Potential Neural Mediators of Mom Power Parenting Intervention Effects on Maternal Intersubjectivity and Stress Resilience,"Ho SS, Muzik M, Rosenblum KL, Morelen D, Nakamura Y, Swain JE.",Front Psychiatry,2020,10.3389/fpsyt.2020.568824
454,"Elevated decision uncertainty and reduced avoidance drives in depression, anxiety and substance use disorders during approach-avoidance conflict: a replication study","Smith R, Lavalley CA, Taylor S, Stewart JL, Khalsa SS, Berg H, Ironside M, Paulus MP, Aupperle R.",J Psychiatry Neurosci,2023,10.1503/jpn.220226
455,Believing is perceiving: mismatch between self-report and actigraphy in psychogenic tremor,"Pareés I, Saifee TA, Kassavetis P, Kojovic M, Rubio-Agusti I, Rothwell JC, Bhatia KP, Edwards MJ.",Brain,2012,10.1093/brain/awr292
456,Free Energy and Virtual Reality in Neuroscience and Psychoanalysis: A Complexity Theory of Dreaming and Mental Disorder,Hopkins J.,Front Psychol,2016,10.3389/fpsyg.2016.00922
457,Temporal dynamics of interoceptive attention and positive and negative affect in adults engaging in disordered eating and nonsuicidal self-injury,"Velkoff EA, Smith AR.",J Clin Psychol,2023,10.1002/jclp.23508
458,"Some minimal notes on notation and minima: A comment on ""How particular is the physics of the free energy principle?"" by Aguilera, Millidge, Tschantz, and Buckley","Ramstead MJD, Sakthivadivel DAR.",Phys Life Rev,2022,10.1016/j.plrev.2022.05.005
459,"To comment or not to comment, that is the question!: Comment on ""To copy or not to copy?..."" by Héctor M. Manrique and Michael J. Walker","Tickles D, Friedman D.",Phys Life Rev,2023,10.1016/j.plrev.2023.06.002
460,Normativity of Predictions: A New Research Perspective,Piekarski M.,Front Psychol,2019,10.3389/fpsyg.2019.01710
461,The misrepresentation of spatial uncertainty in visual search: Single- versus joint-distribution probability cues,"Gibson BS, Pauszek JR, Trost JM, Wenger MJ.",Atten Percept Psychophys,2021,10.3758/s13414-020-02145-5
462,Models of the Translation Process and the Free Energy Principle,Carl M.,Entropy (Basel),2023,10.3390/e25060928
463,Body as First Teacher: The Role of Rhythmic Visceral Dynamics in Early Cognitive Development,"Corcoran AW, Perrykkad K, Feuerriegel D, Robinson JE.",Perspect Psychol Sci,2023,10.1177/17456916231185343
464,Commentary: The Problem of Mental Action: Predictive Control Without Sensory Sheets,Pezzulo G.,Front Psychol,2018,10.3389/fpsyg.2018.01291
465,On Epistemics in Expected Free Energy for Linear Gaussian State Space Models,"Koudahl MT, Kouw WM, de Vries B.",Entropy (Basel),2021,10.3390/e23121565
466,"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing","Pianzola F, Riva G, Kukkonen K, Mantovani F.",Open Res Eur,2021,10.12688/openreseurope.13193.2
467,The epistemic and pragmatic value of non-action: a predictive coding perspective on meditation,"Lutz A, Mattout J, Pagnoni G.",Curr Opin Psychol,2019,10.1016/j.copsyc.2018.12.019
468,"Predictions, perception, and a sense of self","Picard F, Friston K.",Neurology,2014,10.1212/WNL.0000000000000798
469,Novel response patterns during repeated presentation of affective and neutral stimuli,"Satpute AB, Hanington L, Barrett LF.",Soc Cogn Affect Neurosci,2016,10.1093/scan/nsw104
470,"Functional contextual implementation of an evolutionary, entropy-based, and embodied free energy framework: Utilizing Lagrangian mechanics and evolutionary game theory's truth vs. fitness test of the veridicality of phenomenological experience",Edwards DJ.,Front Psychol,2023,10.3389/fpsyg.2023.1150743
471,To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture,"Manrique HM, Walker MJ.",Phys Life Rev,2023,10.1016/j.plrev.2023.02.005
472,Compassion within conflict: Toward a computational theory of social groups informed by maternal brain physiology,"Ho SS, Rosenthal RN, Fox H, Garry D, Gopang M, Rollins MJ, Soliman S, Swain JE.",Behav Brain Sci,2022,10.1017/S0140525X21001436
473,Bayesian Filtering with Multiple Internal Models: Toward a Theory of Social Intelligence,"Isomura T, Parr T, Friston K.",Neural Comput,2019,10.1162/neco_a_01239
474,Quantifying aberrant approach-avoidance conflict in psychopathology: A review of computational approaches,"Letkiewicz AM, Kottler HC, Shankman SA, Cochran AL.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105103
475,Hyperactivity of the default mode network in schizophrenia and free energy: A dialogue between Freudian theory of psychosis and neuroscience,"Tran The J, Ansermet JP, Magistretti PJ, Ansermet F.",Front Hum Neurosci,2022,10.3389/fnhum.2022.956831
476,A Bayesian computational model to investigate expert anticipation of a seemingly unpredictable ball bounce,"Harris DJ, North JS, Runswick OR.",Psychol Res,2023,10.1007/s00426-022-01687-7
477,How Pain Shapes Depression and Anxiety: A Hybrid Self-regulatory/Predictive Mind Perspective,Karoly P.,J Clin Psychol Med Settings,2021,10.1007/s10880-019-09693-5
478,Muscleless motor synergies and actions without movements: From motor neuroscience to cognitive robotics,"Mohan V, Bhat A, Morasso P.",Phys Life Rev,2019,10.1016/j.plrev.2018.04.005
479,Dopamine role in learning and action inference,Bogacz R.,Elife,2020,10.7554/eLife.53262
480,Functional brain changes in auditory phantom perception evoked by different stimulus frequencies,"Hullfish J, Abenes I, Kovacs S, Sunaert S, De Ridder D, Vanneste S.",Neurosci Lett,2018,10.1016/j.neulet.2018.07.043
481,Hierarchical decision processes that operate over distinct timescales underlie choice and changes in strategy,"Purcell BA, Kiani R.",Proc Natl Acad Sci U S A,2016,10.1073/pnas.1524685113
482,"Active inference, evidence accumulation, and the urn task","FitzGerald TH, Schwartenbeck P, Moutoussis M, Dolan RJ, Friston K.",Neural Comput,2015,10.1162/NECO_a_00699
483,Re-thinking the role of motor cortex: context-sensitive motor outputs?,"Gandolla M, Ferrante S, Molteni F, Guanziroli E, Frattini T, Martegani A, Ferrigno G, Friston K, Pedrocchi A, Ward NS.",Neuroimage,2014,10.1016/j.neuroimage.2014.01.011
484,Interpersonal attunement in social interactions: from collective psychophysiology to inter-personalized psychiatry and beyond,"Bolis D, Dumas G, Schilbach L.",Philos Trans R Soc Lond B Biol Sci,2023,10.1098/rstb.2021.0365
485,"Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.",Phys Life Rev,2022,10.1016/j.plrev.2022.07.001
486,"Dopamine, affordance and active inference","Friston KJ, Shiner T, FitzGerald T, Galea JM, Adams R, Brown H, Dolan RJ, Moran R, Stephan KE, Bestmann S.",PLoS Comput Biol,2012,10.1371/journal.pcbi.1002327
487,Compassion As an Intervention to Attune to Universal Suffering of Self and Others in Conflicts: A Translational Framework,"Ho SS, Nakamura Y, Swain JE.",Front Psychol,2021,10.3389/fpsyg.2020.603385
488,Self-control is linked to interoceptive inference: Craving regulation and the prediction of aversive interoceptive states induced with inspiratory breathing load,"Kruschwitz JD, Kausch A, Brovkin A, Keshmirian A, Paulus MP, Goschke T, Walter H.",Cognition,2019,10.1016/j.cognition.2019.104028
489,Mental health meets computational neuroscience: A predictive Bayesian account of the relationship between interoception and multisensory bodily illusions in anorexia nervosa,"Lernia DD, Serino S, Tuena C, Cacciatore C, Polli N, Riva G.",Int J Clin Health Psychol,2023,10.1016/j.ijchp.2023.100383
490,Suppressed Sensory Response to Predictable Object Stimuli throughout the Ventral Visual Stream,"Richter D, Ekman M, de Lange FP.",J Neurosci,2018,10.1523/JNEUROSCI.3421-17.2018
491,Understanding visual hallucinations: A new synthesis,"Collerton D, Barnes J, Diederich NJ, Dudley R, Ffytche D, Friston K, Goetz CG, Goldman JG, Jardri R, Kulisevsky J, Lewis SJG, Nara S, O'Callaghan C, Onofrj M, Pagonabarraga J, Parr T, Shine JM, Stebbins G, Taylor JP, Tsuda I, Weil RS.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105208
