title,authors,where_published,year,doi,remove
A deep learning framework for inference of single-trial neural population dynamics from calcium imaging with sub-frame temporal resolution,"Zhu, Feng and Grier, Harrison A. and Tandon, Raghav and Cai, Changjia and Agarwal, Anjali and Giovannucci, Andrea and Kaufman, Matthew T. and Pandarinath, Chethan",bioRxiv,2022,10.1101/2021.11.21.469441,TRUE
A mixed generative model of auditory word repetition,"Sajid, Noor and Holmes, Emma and Costa, Lancelot Da and Price, Cathy and Friston, Karl",bioRxiv,2022,10.1101/2022.01.20.477138,TRUE
A whole-cell recording database of neuromodulatory action in the adult neocortex,"Yan, Xuan and Calcini, Niccolo and Safavi, Payam and Ak, Asli and Kole, Koen and Zeldenrust, Fleur and Celikel, Tansu",bioRxiv,2022,10.1101/2022.01.12.476007,TRUE
NNeurite: artificial neuronal networks for the unsupervised extraction of axonal and dendritic time-lapse signals,"Chenouard, Nicolas and Kouskoff, Vladimir and Tsien, Richard W. and Gambino, Fr{\'e}d{\'e}ric",bioRxiv,2022,10.1101/2022.01.11.475549,TRUE
Signal denoising through topographic modularity of neural circuits,"Zajzon, Barna and Dahmen, David and Morrison, Abigail and Duarte, Renato",bioRxiv,2022,10.1101/2022.01.10.475681,TRUE
Frequent co-regulation of splicing and polyadenylation by RNA-binding proteins inferred with MAPP,"Bak, Maciej and van Nimwegen, Erik and Schmidt, Ralf and Zavolan, Mihaela and Gruber, Andreas J.",bioRxiv,2022,10.1101/2022.01.09.475576,TRUE
Uncertainty-guided learning with scaled prediction errors in the basal ganglia,"Moeller, Moritz and Manohar, Sanjay and Bogacz, Rafal",bioRxiv,2022,10.1101/2022.01.10.475599,TRUE
Leveraging spiking deep neural networks to understand the neural mechanisms underlying selective attention,"S{\""o}rensen, Lynn K. A. and Zambrano, Davide and Slagter, Heleen A. and Boht{\'e}, Sander M. and Scholte, H. Steven",bioRxiv,2022,10.1101/2020.12.15.422863,TRUE
Intracranial Human Recordings Reveal Intensity Coding for the Pain of Others in the Insula,"Soyman, Efe and Bruls, Rune and Ioumpa, Kalliopi and M{\""u}ller-Pinzler, Laura and Gallo, Selene and van Straaten, Elisabeth C.W. and Self, Matthew W. and Peters, Judith C. and Possel, Jessy K. and Onuki, Yoshiyuki and Baayen, Johannes C. and Idema, Sander and Keysers, Christian and Gazzola, Valeria",bioRxiv,2021,10.1101/2021.06.23.449371,TRUE
Active neural coordination of motor behaviors with internal states,"Zhang, Yisi S. and Takahashi, Daniel Y. and El Hady, Ahmed and Liao, Diana A. and Ghazanfar, Asif A.",bioRxiv,2022,10.1101/2021.12.10.472142,TRUE
An exploratory study of EEG connectivity during the first year of life in preterm and full-term infants,"Gonzalez-Moreira, Eduardo and Paz-Linares, Deirel and Cubero-Rego, Lourdes and Areces-Gonzalez, Ariosky and Fern{\'a}ndez, Thal{\'\i}a and Hinojosa-Rodr{\'\i}guez, Manuel and Vald{\'e}s-Sosa, Pedro A. and Harmony, Thalia",bioRxiv,2021,10.1101/2021.11.24.469864,TRUE
AP-1 transcription factor network explains diverse patterns of cellular plasticity in melanoma cells,"Comandante-Lou, Natacha and Baumann, Douglas G. and Fallahi-Sichani, Mohammad",bioRxiv,2022,10.1101/2021.12.06.471514,TRUE
Enhanced top-down sensorimotor processing in somatic anxiety,"Bouziane, Ismail and Das, Moumita and Friston, Karl J and Caballero-Gaudes, Cesar and Ray, Dipanjan",bioRxiv,2022,10.1101/2021.12.02.471029,TRUE
Ambiguous Body Ownership Experience Caused by Feeling{\textendash}judgement Conflict: Evidence from Subjective Measurement in Rubber Hand Illusion using Integrated Information Theory,"Niizato, Takayuki and Nishiyama, Yuta and Sakamoto, Kotaro and Kazama, Takumi and Okabayashi, Tatsuya and Yamaguchi, Taiki",bioRxiv,2021,10.1101/2021.11.29.470324,TRUE
Neural basis for anxiety and anxiety-related physiological responses during a driving situation: An fMRI study,"Sasaoka, Takafumi and Harada, Tokiko and Sato, Daichi and Michida, Nanae and Yonezawa, Hironobu and Takayama, Masatoshi and Nouzawa, Takahide and Yamawaki, Shigeto",bioRxiv,2022,10.1101/2021.11.30.470539,TRUE
"Gated recurrence enables simple and accurate sequence prediction in stochastic, changing, and structured environments","Foucault, Cedric and Meyniel, Florent",bioRxiv,2021,10.1101/2021.05.03.442240,TRUE
Body schema plasticity is altered in Developmental Coordination Disorder,"Martel, Marie and Boulenger, V{\'e}ronique and Koun, Eric and Finos, Livio and Farn{\`e}, Alessandro and Roy, Alice Catherine",bioRxiv,2021,10.1101/2021.08.16.456453,TRUE
Illusory tactile movement crosses arms and legs and is coded in external space,"Martel, Marie and Fuchs, Xaver and Trojan, J{\""o}rg and Gockel, Valerie and Habets, Boukje and Heed, Tobias",bioRxiv,2022,10.1101/2021.05.20.445020,TRUE
Systematic Perturbation of an Artificial Neural Network: A Step Towards Quantifying Causal Contributions in The Brain,"Fakhar, Kayson and Hilgetag, Claus C.",bioRxiv,2021,10.1101/2021.11.04.467251,TRUE
"Interrogation of genome-wide, experimentally dissected gene regulatory networks reveals mechanisms underlying dynamic cellular state control","Tan, Xiangtian and Worley, Jeremy and Turunen, Mikko and Wong, Kelly and Fern{\'a}ndez, Ester Calvo and Paull, Evan and Jones, Sunny and Wang, Junqiang and Noh, Heeju and Salvatori, Beatrice and Chavez, Alejandro and Califano, Andrea",bioRxiv,2022,10.1101/2021.06.28.449297,TRUE
Reversing anterior insular cortex neuronal hypoexcitability attenuates compulsive behavior in juvenile rats,"Jadhav, Kshitij S. and Bernheim, Aur{\'e}lien P. and Aeschlimann, L{\'e}a and Kirschmann, Guyl{\`e}ne and Decosterd, Isabelle and Hoffman, Alexander F. and Lupica, Carl R. and Boutrel, Benjamin",bioRxiv,2021,10.1101/2021.10.28.466154,TRUE
Gambling environment exposure increases temporal discounting but improves model-based control in regular slot-machine gamblers,"Wagner, Ben and Mathar, David and Peters, Jan",bioRxiv,2021,10.1101/2021.07.15.452520,TRUE
Artificial neural networks enable genome-scale simulations of intracellular signaling,"Nilsson, Avlant and Peters, Joshua M. and Bryson, Bryan and Lauffenburger, Douglas A.",bioRxiv,2021,10.1101/2021.09.24.461703,TRUE
Self-Administration of entactogen psychostimulants dysregulates GABA and Kappa Opioid Receptor signaling in the central nucleus of the amygdala of female Wistar rats,"Khom, Sophia and Nguyen, Jacques D. and Vandewater, Sophia A. and Grant, Yanabel and Roberto, Marisa and Taffe, Michael A.",bioRxiv,2021,10.1101/2021.09.24.461477,TRUE
Unrestricted eye movements strengthen causal connectivity from hippocampal to oculomotor regions during scene construction,"Ladyka-Wojcik, Natalia and Liu, Zhong-Xu and Ryan, Jennifer D.",bioRxiv,2022,10.1101/2021.09.23.461606,TRUE
Enhancer-priming in ageing human bone marrow mesenchymal stromal cells contributes to immune traits,"Lai, Mang Ching and Ruiz-Velasco, Mariana and Arnold, Christian and Sigalova, Olga and Bunina, Daria and Berest, Ivan and Ding, Ximing and Hennrich, Marco L. and Poisa-Beiro, Laura and Claringbould, Annique and Mathioudaki, Anna and Pabst, Caroline and Ho, Anthony D. and Gavin, Anne-Claude and Zaugg, Judith B.",bioRxiv,2021,10.1101/2021.09.03.458728,TRUE
Asymmetric directed functional connectivity within the frontoparietal motor network during motor imagery and execution,"Ogawa, Takeshi and Shimobayashi, Hideki and Hirayama, Jun-ichiro and Kawanabe, Motoaki",bioRxiv,2021,10.1101/2020.10.22.351106,TRUE
Interoception of breathing and its relationship with anxiety,"Harrison, Olivia K. and K{\""o}chli, Laura and Marino, Stephanie and Luechinger, Roger and Hennel, Franciszek and Brand, Katja and Hess, Alexander J. and Fr{\""a}ssle, Stefan and Iglesias, Sandra and Vinckier, Fabien and Petzschner, Frederike and Harrison, Samuel J. and Stephan, Klaas E.",bioRxiv,2021,10.1101/2021.03.24.436881,TRUE
Beyond fear centers - a distributed fMRI-based neuromarker for the subjective experience of fear,"Zhou, Feng and Zhao, Weihua and Qi, Ziyu and Geng, Yayuan and Yao, Shuxia and Kendrick, Keith M. and Wager, Tor D. and Becker, Benjamin",bioRxiv,2021,10.1101/2020.11.23.394973,TRUE
Naturalistic paradigm reveals multi-component emotion dynamics in theta and beta bands using DENS dataset,"Mishra, Sudhakar and Asif, Mohammad and Tiwary, Uma Shanker",bioRxiv,2021,10.1101/2021.08.05.455187,TRUE
The degree of context un/familiarity impacts the emotional feeling and preaware cardiac-brain activity: a study with emotionally salient naturalistic paradigm using DENS Dataset,"Mishra, Sudhakar and Tiwary, U.S.",bioRxiv,2021,10.1101/2021.08.07.455496,TRUE
Rapid encoding of task regularities in the human hippocampus guides sensorimotor timing,"Polti, Ignacio and Nau, Matthias and Kaplan, Raphael and van Wassenhove, Virginie and Doeller, Christian F.",bioRxiv,2022,10.1101/2021.08.03.454928,TRUE
"Emotion increases the similarity between neural representations of pictures, but not their perceived similarity","Riberto, Martina and Paz, Rony and Pobric, Gorana and Talmi, Deborah",bioRxiv,2021,10.1101/2021.06.21.449164,TRUE
A Reinforcement Meta-Learning Framework of Executive Function and Information Demand,"Silvetti, Massimo and Lasaponara, Stefano and Horan, Mattias and Gottlieb, Jacqueline",bioRxiv,2021,10.1101/2021.07.18.452793,TRUE
Impulsivity and risk-seeking as Bayesian inference under dopaminergic control,"Mikhael, John G. and Gershman, Samuel J.",bioRxiv,2021,10.1101/2020.10.06.327775,TRUE
Bounded rational decision-making models suggest capacity-limited concurrent motor planning in human posterior parietal and frontal cortex,"Schach, Sonja and Lindner, Axel and Braun, Daniel Alexander",bioRxiv,2022,10.1101/2021.07.13.452019,TRUE
The habenula clock influences prediction of danger,"Basnakova, Adriana and Cheng, Ruey-Kuang and Ming, Joanne Chia Shu and D{\textquoteright}Agostino, Giuseppe and Suryadi, and Hui, Germaine Tan Jia and Langley, Sarah R. and Jesuthasan, Suresh",bioRxiv,2021,10.1101/2020.04.29.067108,TRUE
KSTAR: An algorithm to predict patient-specific kinase activities from phosphoproteomic data,"Crowl, Sam and Jordan, Benjamin and Ahmed, Hamza and Ma, Cynthia and Naegle, Kristen M.",bioRxiv,2022,10.1101/2021.07.06.451378,TRUE
"Behavioral, Anatomical and Genetic Convergence of Affect and Cognition in Superior Frontal Cortex","Kraljevi{\'c}, Nevena and Lina Schaare, H. and Eickhoff, Simon B. and Kochunov, Peter and Thomas Yeo, B.T. and Masouleh, Shahrzad Kharabian and Valk, Sofie L.",bioRxiv,2021,10.1101/2020.12.03.401414,TRUE
Tactile suppression stems from sensation-specific sensorimotor predictions,"F{\""u}hrer, Elena and Voudouris, Dimitris and Lezkan, Alexandra and Drewing, Knut and Fiehler, Katja",bioRxiv,2021,10.1101/2021.07.04.451060,TRUE
Altered effective connectivity in sensorimotor cortices: a novel signature of severity and clinical course in depression,"Ray, Dipanjan and Bezmaternykh, Dmitry and Mel{\textquoteright}nikov, Mikhail and Friston, Karl J and Das, Moumita",bioRxiv,2021,10.1101/2021.03.14.435324,TRUE
Neural encoding of the reliability of directional information during the preparation of targeted movements,"Tzagarakis, Charidimos and West, Sarah and Pellizzer, Giuseppe",bioRxiv,2021,10.1101/2020.09.17.302000,TRUE
Modulation of pulsatile GnRH dynamics across the ovarian cycle: the role of glutamatergic transmission in the arcuate kisspeptin network,"Voliotis, Margaritis and Li, Xiao Feng and De Burgh, Ross and Lass, Geffen and Ivanova, Deyana and McIntyre, Caitlin and O{\textquoteright}Byrne, Kevin T. and Tsaneva-Atanasova, Krasimira",bioRxiv,2021,10.1101/2021.03.22.436428,TRUE
Nucleus accumbens D1-receptors regulate and focus transitions to reward-seeking action,"Grima, LL and Panayi, MC and Haermson, O and Syed, E and Manohar, SG and Husain, M and Walton, ME",bioRxiv,2021,10.1101/2021.06.15.448563,TRUE
The rapid developmental rise of somatic inhibition disengages hippocampal dynamics from self-motion,"Dard, Robin F. and Leprince, Erwan and Denis, Julien and Rao-Balappa, Shrisha and Suchkov, Dmitrii and Boyce, Richard and Lopez, Catherine and Giorgi-Kurz, Marie and Szwagier, Tom and Dumont, Theo and Rouault, Herv{\'e} and Minlebaev, Marat and Baude, Agnes and Cossart, Rosa and Picardo, Michel A.",bioRxiv,2022,10.1101/2021.06.08.447542,TRUE
Same but different: New insights on the correspondence between subjective affective experience and physiological responses from representational similarity analyses,"Ventura-Bort, C. and Wendt, J. and Weymar, M.",bioRxiv,2021,10.1101/2021.04.30.442153,TRUE
Partial reprogramming restores youthful gene expression through transient suppression of cell identity,"Roux, Antoine and Zhang, Chunlian and Paw, Jonathan and Zavala-Solorio, Jos{\'e} and Vijay, Twaritha and Kolumam, Ganesh and Kenyon, Cynthia and Kimmel, Jacob C.",bioRxiv,2021,10.1101/2021.05.21.444556,TRUE
The Filter Detection Task for measurement of breathing-related interoception and metacognition,"Harrison, Olivia K. and Garfinkel, Sarah N. and Marlow, Lucy and Finnegan, Sarah and Marino, Stephanie and Nanz, Laura and Allen, Micah and Finnemann, Johanna and Keur-Huizinga, Laura and Harrison, Samuel J. and Stephan, Klaas E. and Pattinson, Kyle T. S. and Fleming, Stephen M.",bioRxiv,2021,10.1101/2020.06.29.176941,TRUE
Neural dynamics between anterior insular cortex and right supramarginal gyrus dissociate genuine affect sharing from automatic responses to pretended pain,"Zhao, Yili and Zhang, Lei and R{\""u}tgen, Markus and Sladky, Ronald and Lamm, Claus",bioRxiv,2021,10.1101/2021.04.30.441951,TRUE
State anxiety alters the neural oscillatory correlates of predictions and prediction errors during reward learning,"Hein, Thomas P and Ruiz, Maria Herrojo",bioRxiv,2021,10.1101/2021.03.08.434415,TRUE
Can Hypnotic Susceptibility be Explained by Bifactor Models? Structural Equation Modeling of the Harvard Group Scale of Hypnotic Susceptibility - Form A,"Zahedi, Anoushiravan and Sommer, Werner",bioRxiv,2022,10.1101/2021.04.29.441926,TRUE
New Measures of Visual Scanning Efficiency and Cognitive Effort,"Lv, Zezhong and Xu, Qing and Schoeffmann, Klaus and Parkinson, Simon",bioRxiv,2021,10.1101/2020.11.17.386185,TRUE
Rational arbitration between statistics and rules in human sequence processing,"Maheu, Maxime and Meyniel, Florent and Dehaene, Stanislas",bioRxiv,2021,10.1101/2020.02.06.937706,TRUE
Computational mechanisms of osmoregulation: a reinforcement learning model for sodium appetite,"Uchida, Yuuki and Hikida, Takatoshi and Yamashita, Yuichi",bioRxiv,2021,10.1101/2021.04.20.440596,TRUE
Predictive visuo-motor communication through neural oscillations,"Benedetto, Alessandro and Binda, Paola and Costagli, Mauro and Tosetti, Michela and Morrone, Maria Concetta",bioRxiv,2021,10.1101/2020.07.28.224949,TRUE
"Null effects of levodopa on reward- and error-based motor adaptation, savings, and anterograde interference","Palidis, Dimitrios J. and McGregor, Heather R. and Vo, Andrew and MacDonald, Penny A. and Gribble, Paul L.",bioRxiv,2021,10.1101/2020.11.19.390302,TRUE
Sensory and cognitive factors affecting multi-digit touch: a perceptual and modeling study,"Arslanova, Irena and Takamuku, Shinya and Gomi, Hiroaki and Haggard, Patrick",bioRxiv,2021,10.1101/2021.02.25.432852,TRUE
Attentional dynamics of efficient codes,"M{\l}ynarski, Wiktor and Tka{\v c}ik, Ga{\v s}per",bioRxiv,2021,10.1101/2021.03.29.437459,TRUE
Dynamic bi-directional phosphorylation events associated with the reciprocal regulation of synapses during homeostatic up- and down-scaling,"Desch, Kristina and Langer, Julian D. and Schuman, Erin M.",bioRxiv,2021,10.1101/2021.03.26.437166,TRUE
Expectancy-based rhythmic entrainment as continuous Bayesian inference,"Cannon, Jonathan",bioRxiv,2021,10.1101/2020.11.05.369603,TRUE
Modulation of tactile feedback for the execution of dexterous movement,"Conner, James M. and Bohannon, Andrew and Igarashi, Masakazu and Taniguchi, James and Baltar, Nicholas and Azim, Eiman",bioRxiv,2021,10.1101/2021.03.04.433649,TRUE
The P3b differentiates parallel physical and rule-based updating of a sensory model,"Schwartze, Michael and Bellotti, Francesca I. and Kotz, Sonja A.",bioRxiv,2021,10.1101/2021.02.17.431659,TRUE
Laminar dynamics of beta bursts in human motor cortex,"Bonaiuto, James J and Little, Simon and Neymotin, Samuel A and Jones, Stephanie R and Barnes, Gareth R and Bestmann, Sven",bioRxiv,2021,10.1101/2021.02.16.431412,TRUE
"Action-based predictions affect visual perception, neural processing, and pupil size, regardless of temporal predictability","Lubinus, Christina and Einh{\""a}user, Wolfgang and Schiller, Florian and Kircher, Tilo and Straube, Benjamin and van Kemenade, Bianca M.",bioRxiv,2021,10.1101/2021.02.11.430717,TRUE
Evaluating Wayfinding Designs in Healthcare Settings through EEG Data and Virtual Response Testing,"Kalantari, Saleh and Tripathi, Vidushi and Rounds, James D. and Mostafavi, Armin and Snell, Robin and Cruz-Garza, Jesus G.",bioRxiv,2021,10.1101/2021.02.10.430638,TRUE
Finger somatotopy is preserved after tetraplegia but deteriorates over time,"Kikkert, Sanne and Pfyffer, Dario and Verling, Michaela and Freund, Patrick and Wenderoth, Nicole",bioRxiv,2021,10.1101/2021.02.08.430185,TRUE
Delayed auditory encoding and variable representation of stimulus regularity in cerebellar lesion patients,"Schwartze, Michael and Kotz, Sonja A.",bioRxiv,2021,10.1101/2021.02.06.430035,TRUE
The Similarity Structure of Real-World Memories,"Tomita, Tyler M. and Barense, Morgan D. and Honey, Christopher J.",bioRxiv,2021,10.1101/2021.01.28.428278,TRUE
Simulating lesion-dependent functional recovery mechanisms,"Sajid, Noor and Holmes, Emma and Hope, Thomas M. and Fountas, Zafeirios and Price, Cathy J. and Friston, Karl J.",bioRxiv,2021,10.1101/2021.01.20.427450,TRUE
Neuropsychological assessment and virtual reality training of social prediction in patients with cerebellar malformation,"Urgesi, Cosimo and Butti, Niccol{\`o} and Finisguerra, Alessandra and Biffi, Emilia and Valente, Enza Maria and Romaniello, Romina and Borgatti, Renato",bioRxiv,2021,10.1101/2021.01.19.427247,TRUE
Serotonergic Effects on Interoception,"Livermore, James J A and Holmes, Clare L and Moga, Gyorgy and Adamatzky, Kristian and Critchley, Hugo D and Garfinkel, Sarah N and Campbell-Meiklejohn, Daniel",bioRxiv,2021,10.1101/2020.08.28.262550,TRUE
The three-dimensional landscape of chromatin accessibility in Alzheimer{\textquoteright}s disease,"Bendl, Jaroslav and Hauberg, Mads E. and Girdhar, Kiran and Im, Eunju and Vicari, James M. and Rahman, Samir and Dong, Pengfei and Misir, Ruth and Kleopoulos, Steven P. and Reach, Sarah M. and Apontes, Pasha and Zeng, Biao and Zhang, Wen and Voloudakis, Georgios and Nixon, Ralph A. and Haroutunian, Vahram and Hoffman, Gabriel E. and Fullard, John F. and Roussos, Panos",bioRxiv,2021,10.1101/2021.01.11.426303,TRUE
Robust Inference of Kinase Activity Using Functional Networks,"Y{\i}lmaz, Serhan and Ayati, Marzieh and Schlatzer, Daniela and {\c C}i{\c c}ek, A. Erc{\""u}ment and Chance, Mark R. and Koyut{\""u}rk, Mehmet",bioRxiv,2021,10.1101/2020.05.01.062802,TRUE
Independent and Interacting Value Systems for Reward and Information in the Human Brain,"Dezza, I. Cogliati and Cleeremens, A. and Alexander, W.",bioRxiv,2021,10.1101/2020.05.04.075739,TRUE
Encoding-linked pupil response is modulated by expected and unexpected novelty: Implications for memory formation and neurotransmission,"Kafkas, Alex",bioRxiv,2021,10.1101/2021.01.04.425232,TRUE
Modulation of the primary auditory thalamus when recognising speech with background noise,"Mihai, Paul Glad and Tschentscher, Nadja and von Kriegstein, Katharina",bioRxiv,2020,10.1101/510164,TRUE
Human-Robot Interaction with Robust Prediction of Movement Intention Surpasses Manual Control,"Veselic, Sebastijan and Zito, Claudio and Farina, Dario",bioRxiv,2020,10.1101/2020.12.09.416735,TRUE
Emotional Metacognition: Stimulus Valence Modulates Cardiac Arousal and Metamemory,"Legrand, Nicolas and Engen, Sebastian Scott and Correa, Camile Maria Costa and Mathiasen, Nanna Kildahl and Nikolova, Niia and Fardo, Francesca and Allen, Micah",bioRxiv,2020,10.1101/2020.06.10.144428,TRUE
"Self-generation and sound intensity interactively modulate perceptual bias, but not perceptual sensitivity","Paraskevoudi, Nadia and SanMiguel, Iria",bioRxiv,2020,10.1101/2020.11.23.393785,TRUE
Prediction error signaling explains neuronal mismatch responses in the medial prefrontal cortex,"Casado-Rom{\'a}n, Lorena and Carbajal, Guillermo V. and P{\'e}rez-Gonz{\'a}lez, David and Malmierca, Manuel S.",bioRxiv,2020,10.1101/778928,TRUE
DIPPER: a spatiotemporal proteomics atlas of human intervertebral discs for exploring ageing and degeneration dynamics,"Tam, Vivian and Chen, Peikai and Yee, Anita and Solis, Nestor and Klein, Theo and Kudelko, Mateusz and Sharma, Rakesh and Chan, Wilson CW and Overall, Christopher M. and Haglund, Lisbet and Sham, Pak C and Cheah, Kathryn SE and Chan, Danny",bioRxiv,2020,10.1101/2020.07.11.192948,TRUE
"Tonic dopamine, uncertainty and basal ganglia action selection","Gilbertson, Tom and Steele, Douglas",bioRxiv,2020,10.1101/2020.11.10.376608,TRUE
How beat perception coopts motor neurophysiology,"Cannon, Jonathan J. and Patel, Aniruddh D.",bioRxiv,2020,10.1101/805838,TRUE
A Boolean Model of the Formation of Tumour Associated Macrophages in an in-vitro Model of Chronic Lymphocytic Leukaemia,"Marku, Malvina and Raynal, Flavien and Verstraete, Nina and Domagala, Marcin and Madrid-Menc{\'\i}a, Miguel and Poupot, Mary and Fourni{\'e}, Jean-Jacques and Ysebaert, Lo{\""\i}c and Pancaldi, Vera",bioRxiv,2020,10.1101/2020.10.14.337642,TRUE
Architectural Affordance Impacts Human Sensorimotor Brain Dynamics,"Djebbara, Zakaria and Fich, Lars Brorson and Gramann, Klaus",bioRxiv,2020,10.1101/2020.10.18.344267,TRUE
Malleability of the cortical hand map following a finger nerve block,"Wesselink, Daan B. and Sanders, Zeena-Britt and Edmondson, Laura R. and Dempsey-Jones, Harriet and Kieliba, Paulina and Kikkert, Sanne and Themistocleous, Andreas C. and Emir, Uzay and Diedrichsen, J{\""o}rn and Saal, Hannes P. and Makin, Tamar R.",bioRxiv,2020,10.1101/2020.10.16.338640,TRUE
Neural correlates of hand-object congruency effects during action planning,"Zhang, Zuo and Nelissen, Natalie and Zeidman, Peter and Filippini, Nicola and Diedrichsen, J{\""o}rn and Bracci, Stefania and Friston, Karl and Rounis, Elisabeth",bioRxiv,2020,10.1101/2020.10.16.342147,TRUE
Rational Inattention and Tonic Dopamine,"Mikhael, John G. and Lai, Lucy and Gershman, Samuel J.",bioRxiv,2020,10.1101/2020.10.04.325175,TRUE
Increased upper-limb sensory attenuation with age,"Parthasharathy, Manasa and Mantini, Dante and de Xivry, Jean-Jacques Orban",bioRxiv,2020,10.1101/2020.09.17.301739,TRUE
"Segregation, connectivity, and gradients of deactivation in neural correlates of evidence in social decision making","Viviani, Roberto and Dommes, Lisa and Bosch, Julia E. and Labek, Karin",bioRxiv,2020,10.1101/2020.02.04.934836,TRUE
Synaptic plasticity in the orbitofrontal cortex explains how risk attitude adapts to the range of risk prospects,"Brochard, Jules and Daunizeau, Jean",bioRxiv,2022,10.1101/2020.09.08.287714,TRUE
Confirmatory evidence that healthy individuals can adaptively adjust prior expectations and interoceptive precision estimates,"Smith, Ryan and Kuplicki, Rayus and Teed, Adam and Upshaw, Valerie and Khalsa, Sahib S.",bioRxiv,2020,10.1101/2020.08.31.275594,TRUE
"Low-level, prediction-based sensory and motor processes are unimpaired in Autism","Finnemann, Johanna and Plaisted-Grant, Kate and Moore, James and Teufel, Christoph and Fletcher, Paul",bioRxiv,2020,10.1101/2020.09.01.277160,TRUE
A generic decision-making ability predicts psychopathology in adolescents and young adults and is reflected in distinct brain connectivity patterns,"Moutoussis, Michael and Garz{\'o}n, Benjam{\'\i}n and Neufeld, Sharon and Bach, Dominik R. and Rigoli, Francesco and , and Guitart-Masip, Marc and Dolan, Raymond J.",bioRxiv,2020,10.1101/2020.08.20.259697,TRUE
Singing training predicts increased insula connectivity with speech and respiratory sensorimotor areas at rest,"Zamorano, A.M. and Zatorre, R.J. and Vuust, P. and Friberg, A. and Birbaumer, N. and Kleber, B.",bioRxiv,2020,10.1101/793083,TRUE
Visual Perception in the Periphery: The Role of Covert Attention Vectors in the Extraction of Semantic Information,"Suri, Ikaasa and Wilson, Patrick McGranor and Doustmohammadi, Saba and De Schutter, Anna and Chunwatanapong, Thida Sandy and Tan, Juanyi and Varadharajulu, Sara Divija and O{\textquoteright}Connell, Nicholas Hunter and Lai, Archibald and Dureja, Sakshi and Govin, River Jonathan Phoenix and Arisaka, Katsushi and Mills, Elizabeth Anne Falcone",bioRxiv,2020,10.1101/2020.08.02.231803,TRUE
Representation of contralateral visual space in the human hippocampus,"Silson, Edward H and Zeidman, Peter and Knapen, Tomas and Baker, Chris I",bioRxiv,2020,10.1101/2020.07.30.228361,TRUE
Why do pathway methods work better than they should?,"Szalai, Bence and Saez-Rodriguez, Julio",bioRxiv,2020,10.1101/2020.07.30.228296,TRUE
Absence of reliable physiological signature of illusory body ownership revealed by fine-grained autonomic measurement during the rubber hand illusion,"Critchley, Hugo D and Botan, Vanessa and Ward, Jamie",bioRxiv,2020,10.1101/2020.07.24.219287,TRUE
Functional harmonics reveal multi-dimensional basis functions underlying cortical organization,"Glomb, Katharina and Kringelbach, Morten L. and Deco, Gustavo and Hagmann, Patric and Pearson, Joel and Atasoy, Selen",bioRxiv,2020,10.1101/699678,TRUE
Interacting with volatile environments stabilizes hidden-state inference and its brain signatures,"Weiss, Aur{\'e}lien and Chambon, Val{\'e}rian and Lee, Junseok K. and Drugowitsch, Jan and Wyart, Valentin",bioRxiv,2020,10.1101/755223,TRUE
Dissociating breathlessness symptoms from mood in asthma,"Harrison, Olivia K. and Marlow, Lucy and Finnegan, Sarah and Ainsworth, Ben and Pattinson, Kyle T. S.",bioRxiv,2020,10.1101/2020.07.15.204289,TRUE
Visual intracortical and transthalamic pathways carry distinct information to cortical areas,"Blot, Antonin and Roth, Morgane M and Gasler, Ioana T and Javadzadeh, Mitra and Imhof, Fabia and Hofer, Sonja B",bioRxiv,2020,10.1101/2020.07.06.189902,TRUE
Language networks in aphasia and health: a 1000 participant Activation Likelihood Estimate analysis,"Stefaniak, James D. and Alyahya, Reem S. W. and Lambon Ralph, Matthew A.",bioRxiv,2020,10.1101/2020.06.30.179655,TRUE
First responders shape a prompt and sharp NF-κB{\textendash}mediated transcriptional response to TNF-α,"Zambrano, Samuel and Loffreda, Alessia and Carelli, Elena and Stefanelli, Giacomo and Colombo, Federica and Bertrand, Edouard and Tacchetti, Carlo and Agresti, Alessandra and Bianchi, Marco E. and Molina, Nacho and Mazza, Davide",bioRxiv,2020,10.1101/2020.06.27.174995,TRUE
Learning cognitive maps as structured graphs for vicarious evaluation,"Rikhye, Rajeev V. and Gothoskar, Nishad and Guntupalli, J. Swaroop and Dedieu, Antoine and L{\'a}zaro-Gredilla, Miguel and George, Dileep",bioRxiv,2020,10.1101/864421,TRUE
"Conscious perception and the modulatory role of dopamine: no effect of the dopamine D2 agonist cabergoline on visual masking, the attentional blink, and probabilistic discrimination","Boonstra, E.A. and van Schouwenburg, M.R. and Seth, A.K. and Bauer, M. and Zantvoord, J.B. and Kemper, E.M. and Lansink, C.S. and Slagter, H.A.",bioRxiv,2020,10.1101/2020.03.17.994863,TRUE
Instability with a purpose: how the visual brain makes decisions in a volatile world,"Cao, Robin and Pastukhov, Alexander and Aleshin, Stepan and Mattia, Maurizio and Braun, Jochen",bioRxiv,2020,10.1101/2020.06.09.142497,TRUE
DeepCINAC: a deep-learning-based Python toolbox for inferring calcium imaging neuronal activity based on movie visualization,"Denis, Julien and Dard, Robin F. and Quiroli, Eleonora and Cossart, Rosa and Picardo, Michel A.",bioRxiv,2020,10.1101/803726,TRUE
Cortical beta oscillations reflect the contextual gating of visual action feedback,"Limanowski, Jakub and Litvak, Vladimir and Friston, Karl",bioRxiv,2020,10.1101/2020.06.02.129924,TRUE
